"Date","Real","Pred"
2018-03-05,211.67,NA
2018-03-06,203.095,NA
2018-03-07,191.055,NA
2018-03-08,180.65,NA
2018-03-09,181.05,NA
2018-03-10,181.7,NA
2018-03-11,182.64,NA
2018-03-12,182.945,NA
2018-03-13,176.385,NA
2018-03-14,168.025,NA
2018-03-15,162.31,NA
2018-03-16,164.405,NA
2018-03-17,158.435,NA
2018-03-18,152.955,NA
2018-03-19,157.79,NA
2018-03-20,164.96,NA
2018-03-21,168.925,NA
2018-03-22,166.185,NA
2018-03-23,166.27,NA
2018-03-24,163.855,NA
2018-03-25,159.29,NA
2018-03-26,154.055,NA
2018-03-27,141.575,NA
2018-03-28,133.2,NA
2018-03-29,122.895,NA
2018-03-30,116.28,NA
2018-03-31,117.23,NA
2018-04-01,115.585,NA
2018-04-02,117.04,NA
2018-04-03,126.64,NA
2018-04-04,126.13,NA
2018-04-05,118.295,NA
2018-04-06,115.75,NA
2018-04-07,114.405,NA
2018-04-08,116.77,NA
2018-04-09,116.26,NA
2018-04-10,114.48,NA
2018-04-11,116.18,NA
2018-04-12,123.875,NA
2018-04-13,127.515,NA
2018-04-14,125.915,NA
2018-04-15,129.5,NA
2018-04-16,130.615,NA
2018-04-17,130.435,NA
2018-04-18,136.285,NA
2018-04-19,143.49,NA
2018-04-20,151.135,NA
2018-04-21,152.08,NA
2018-04-22,147.55,NA
2018-04-23,149.58,NA
2018-04-24,158.665,NA
2018-04-25,154.83,NA
2018-04-26,148.86,NA
2018-04-27,149.515,NA
2018-04-28,148.85,NA
2018-04-29,152.585,NA
2018-04-30,150.855,NA
2018-05-01,148.165,NA
2018-05-02,149.635,NA
2018-05-03,156.325,NA
2018-05-04,164.94,NA
2018-05-05,173.48,NA
2018-05-06,174.915,NA
2018-05-07,167.95,NA
2018-05-08,161.695,NA
2018-05-09,157.875,NA
2018-05-10,152.465,NA
2018-05-11,142.34,NA
2018-05-12,139.04,NA
2018-05-13,143.06,NA
2018-05-14,145.86,NA
2018-05-15,143.4,NA
2018-05-16,139.31,NA
2018-05-17,135.835,NA
2018-05-18,134.25,NA
2018-05-19,135.64,NA
2018-05-20,137.265,NA
2018-05-21,136.92,NA
2018-05-22,131.035,NA
2018-05-23,123.24,NA
2018-05-24,120.625,NA
2018-05-25,120.895,NA
2018-05-26,118.645,NA
2018-05-27,117.96,NA
2018-05-28,114.28,NA
2018-05-29,115.2,NA
2018-05-30,118.36,NA
2018-05-31,117.72,NA
2018-06-01,119.155,NA
2018-06-02,121.88,NA
2018-06-03,124.3,NA
2018-06-04,122.495,NA
2018-06-05,120.925,NA
2018-06-06,121.715,NA
2018-06-07,121.46,NA
2018-06-08,120.775,NA
2018-06-09,118.74,NA
2018-06-10,111.97,NA
2018-06-11,106.84,NA
2018-06-12,103.57,NA
2018-06-13,96.71,NA
2018-06-14,97.265,NA
2018-06-15,98.225,NA
2018-06-16,96.065,NA
2018-06-17,95.775,NA
2018-06-18,96.845,NA
2018-06-19,98.675,NA
2018-06-20,98.165,NA
2018-06-21,97.24,NA
2018-06-22,90.805,NA
2018-06-23,83.86,NA
2018-06-24,81.735,NA
2018-06-25,80.895,NA
2018-06-26,78.645,NA
2018-06-27,78.17,NA
2018-06-28,77.405,NA
2018-06-29,76.6,NA
2018-06-30,80.13,NA
2018-07-01,80.515,NA
2018-07-02,82.615,NA
2018-07-03,85.16,NA
2018-07-04,85.13,NA
2018-07-05,84.295,NA
2018-07-06,83.135,NA
2018-07-07,83.97,NA
2018-07-08,83.605,NA
2018-07-09,81.32,NA
2018-07-10,78.17,NA
2018-07-11,77.045,NA
2018-07-12,77.53,NA
2018-07-13,76.695,NA
2018-07-14,76.36,NA
2018-07-15,77.32,NA
2018-07-16,81.06,NA
2018-07-17,86.225,NA
2018-07-18,87.62,NA
2018-07-19,86.14,NA
2018-07-20,83.915,NA
2018-07-21,82.66,NA
2018-07-22,82.82,NA
2018-07-23,81.765,NA
2018-07-24,85.255,NA
2018-07-25,87.64,NA
2018-07-26,84.88,NA
2018-07-27,83.915,NA
2018-07-28,84.305,NA
2018-07-29,84.045,NA
2018-07-30,83.025,NA
2018-07-31,80.51,NA
2018-08-01,78.255,NA
2018-08-02,76.885,NA
2018-08-03,76.89,NA
2018-08-04,75.34,NA
2018-08-05,73.84,NA
2018-08-06,74.105,NA
2018-08-07,70.485,NA
2018-08-08,64.735,NA
2018-08-09,62.565,NA
2018-08-10,61.06,NA
2018-08-11,58.47,NA
2018-08-12,58.57,NA
2018-08-13,57.89,NA
2018-08-14,55.415,NA
2018-08-15,54.365,NA
2018-08-16,54.845,NA
2018-08-17,58.57,NA
2018-08-18,59.47,NA
2018-08-19,57.47,NA
2018-08-20,55.61,NA
2018-08-21,54.9,NA
2018-08-22,55.78,NA
2018-08-23,56.215,NA
2018-08-24,57.625,NA
2018-08-25,57.875,NA
2018-08-26,57.46,NA
2018-08-27,58.845,NA
2018-08-28,61.92,NA
2018-08-29,62.315,NA
2018-08-30,60.85,NA
2018-08-31,61.14,NA
2018-09-01,64.245,NA
2018-09-02,66.325,NA
2018-09-03,65.81,NA
2018-09-04,66.515,NA
2018-09-05,62.645,NA
2018-09-06,57.585,NA
2018-09-07,56.51,NA
2018-09-08,54.345,NA
2018-09-09,53.91,NA
2018-09-10,54.555,NA
2018-09-11,53.175,NA
2018-09-12,51.79,NA
2018-09-13,53.065,NA
2018-09-14,55.37,NA
2018-09-15,56.275,NA
2018-09-16,56.54,NA
2018-09-17,54.435,NA
2018-09-18,53.01,NA
2018-09-19,54.1,NA
2018-09-20,55.415,NA
2018-09-21,58.725,NA
2018-09-22,60.715,NA
2018-09-23,60.955,NA
2018-09-24,59.67,NA
2018-09-25,57.75,NA
2018-09-26,57.345,NA
2018-09-27,60.21,NA
2018-09-28,62.55,NA
2018-09-29,61.56,NA
2018-09-30,61.265,NA
2018-10-01,60.62,NA
2018-10-02,59.785,NA
2018-10-03,58.245,NA
2018-10-04,57.66,NA
2018-10-05,58.405,NA
2018-10-06,58.2,NA
2018-10-07,57.805,NA
2018-10-08,58.72,NA
2018-10-09,58.94,NA
2018-10-10,58.125,NA
2018-10-11,54.295,NA
2018-10-12,51.91,NA
2018-10-13,53.075,NA
2018-10-14,52.395,NA
2018-10-15,52.98,NA
2018-10-16,53.845,NA
2018-10-17,53.405,NA
2018-10-18,52.715,NA
2018-10-19,52.365,NA
2018-10-20,52.9,NA
2018-10-21,52.88,NA
2018-10-22,52.22,NA
2018-10-23,52.28,NA
2018-10-24,52.21,NA
2018-10-25,52.025,NA
2018-10-26,51.845,NA
2018-10-27,51.755,NA
2018-10-28,51.665,NA
2018-10-29,50.15,NA
2018-10-30,48.82,NA
2018-10-31,49.315,NA
2018-11-01,49.88,NA
2018-11-02,50.705,NA
2018-11-03,50.98,NA
2018-11-04,52.58,NA
2018-11-05,53.85,NA
2018-11-06,54.725,NA
2018-11-07,55.015,NA
2018-11-08,53.09,NA
2018-11-09,51.955,NA
2018-11-10,51.825,NA
2018-11-11,51.46,NA
2018-11-12,50.725,NA
2018-11-13,49.725,NA
2018-11-14,46.12,NA
2018-11-15,43.445,NA
2018-11-16,42.85,NA
2018-11-17,41.96,NA
2018-11-18,41.855,NA
2018-11-19,39.055,NA
2018-11-20,34.33,NA
2018-11-21,33.51,NA
2018-11-22,32.98,NA
2018-11-23,31.655,NA
2018-11-24,30.44,NA
2018-11-25,29.73,NA
2018-11-26,29.985,NA
2018-11-27,30.105,NA
2018-11-28,32.85,NA
2018-11-29,34.08,NA
2018-11-30,32.73,NA
2018-12-01,32.83,NA
2018-12-02,33.69,NA
2018-12-03,32.04,NA
2018-12-04,30.76,NA
2018-12-05,29.85,NA
2018-12-06,27.595,NA
2018-12-07,25.63,NA
2018-12-08,24.645,NA
2018-12-09,24.93,NA
2018-12-10,24.82,NA
2018-12-11,23.725,NA
2018-12-12,23.72,NA
2018-12-13,23.5,NA
2018-12-14,23.105,NA
2018-12-15,23.395,NA
2018-12-16,24.485,NA
2018-12-17,27.31,NA
2018-12-18,29.7,NA
2018-12-19,29.765,NA
2018-12-20,30.91,NA
2018-12-21,31.6,NA
2018-12-22,31.24,NA
2018-12-23,32.58,NA
2018-12-24,33.22,NA
2018-12-25,32.045,NA
2018-12-26,30.875,NA
2018-12-27,29.25,NA
2018-12-28,30.2,NA
2018-12-29,31.665,NA
2018-12-30,31.4,NA
2018-12-31,30.91,NA
2019-01-01,30.975,NA
2019-01-02,32.59,NA
2019-01-03,32.495,NA
2019-01-04,32.005,NA
2019-01-05,33.54,NA
2019-01-06,37.04,NA
2019-01-07,38.455,NA
2019-01-08,38.555,NA
2019-01-09,38.96,NA
2019-01-10,36.03,NA
2019-01-11,32.6,NA
2019-01-12,31.97,NA
2019-01-13,31.055,NA
2019-01-14,31.1,NA
2019-01-15,31.64,NA
2019-01-16,31.28,NA
2019-01-17,31.685,NA
2019-01-18,31.345,NA
2019-01-19,31.645,NA
2019-01-20,31.48,NA
2019-01-21,30.835,NA
2019-01-22,31.275,NA
