Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume;Transactions Count
2018-03-19;10.53;11.51;9.99;11.51;22310000.0;1090000000.0;102042551.8;1551;9;1.38;59855;8320000.0;1753
2018-03-20;11.45;12.56;10.60;12.10;22780000.0;1190000000.0;102042551.75;1506;9;1.4;598869;7690000.0;1732
2018-03-21;12.09;12.66;11.46;11.82;15760000.0;1240000000.0;102042551.74;1838;9;1.36;598712;13350000.0;2084
2018-03-22;11.81;12.39;10.69;11.49;19190000.0;1190000000.0;102042551.74;1344;9;1.33;598854;7310000.0;1545
2018-03-23;11.51;11.55;10.50;11.50;13120000.0;1120000000.0;102042551.8;1648;9;1.33;599016;8180000.0;1806
2018-03-24;11.52;11.89;11.02;11.09;11370000.0;1170000000.0;102042551.72;1245;9;1.33;599164;6350000.0;1459
2018-03-25;11.06;11.17;10.61;10.82;8410000.0;1120000000.0;102042551.72;1068;9;1.31;599321;4460000.0;1183
2018-03-26;10.83;10.90;9.39;10.28;14600000.0;1030000000.0;102042551.77;1387;9;1.3;599472;8450000.0;1697
2018-03-27;10.27;10.38;9.33;9.66;12170000.0;1000000000.0;102042551.75;1394;9;1.3;599426;8380000.000000001;1619
2018-03-28;9.68;10.24;9.55;9.68;8850000.0;1010000000.0;102042551.77;1614;9;1.3;599144;5300000.0;1788
2018-03-29;9.67;9.78;8.22;8.41;15110000.0;915000000.0;102042551.79;1328;9;1.31;599233;9360000.0;1642
2018-03-30;8.40;8.70;7.75;8.25;21770000.0;838000000.0;102042551.73;1396;9;1.22;599309;9780000.0;1672
2018-03-31;8.26;8.75;8.08;8.19;7770000.0;856000000.0;102042551.73;990;9;1.21;599397;5330000.0;1098
2018-04-01;8.21;8.42;7.47;8.09;17140000.0;812000000.0;102042551.82;1119;9;1.19;599421;6640000.0;1378
2018-04-02;8.08;9.56;8.02;8.74;32200000.000000004;889000000.0;102042551.8;1374;9;1.24;599632;9670000.0;1781
2018-04-03;8.74;9.77;8.63;9.45;15480000.0;943000000.0;102042551.72;1347;9;1.29;59984;9680000.0;1613
2018-04-04;9.44;9.46;8.11;8.21;13920000.0;891000000.0;102042551.82;1287;9;1.34;600005;7290000.0;1538
2018-04-05;8.18;9.77;8.04;8.83;58140000.0;904000000.0;102042551.73;186;9;1.38;600341;20450000.0;2749
2018-04-06;8.84;9.56;8.63;9.27;27920000.0;931000000.0;102042551.8;179;9;1.38;600489;18620000.0;2444
2018-04-07;9.27;9.62;9.04;9.35;13320000.0;956000000.0;102042551.76;1221;10;1.36;600638;6220000.0;1454
2018-04-08;9.35;9.68;9.19;9.56;18280000.0;958000000.0;102042551.73;1082;9;1.35;600768;6450000.0;1271
2018-04-09;9.56;9.82;8.86;9.08;33990000.0;957000000.0;102042551.76;112;9;1.31;600915;6160000.0;1359
2018-04-10;9.08;9.32;8.86;9.24;7070000.0;928000000.0;102042551.75;1183;9;1.28;601029;11000000.0;1289
2018-04-11;9.25;9.82;9.19;9.78;12500000.0;962000000.0;102042551.77;1241;9;1.25;601194;8560000.0;1507
2018-04-12;9.79;12.40;9.40;12.12;83180000.0;1130000000.0;102042551.75;2226;11;1.49;601492;29550000.0;3432
2018-04-13;12.10;17.15;11.63;12.72;147000000.0;1440000000.0;102042551.74;3884;12;1.5;601594;69150000.0;613
2018-04-14;12.75;14.24;12.74;13.83;38270000.0;1390000000.0;102042551.79;2059;13;1.43;601438;21140000.0;2641
2018-04-15;13.85;14.50;13.75;14.20;23460000.0;1440000000.0;102042551.8;1762;14;1.42;601694;14560000.0;2185
2018-04-16;14.20;15.69;13.16;15.45;73650000.0;1490000000.0;102042551.77;2438;12;1.45;601974;38290000.0;3624
2018-04-17;15.47;15.83;14.18;14.22;47600000.0;1520000000.0;102042551.77;2813;12;1.39;602197;44920000.0;4057
2018-04-18;14.22;15.24;14.22;15.10;38070000.0;1500000000.0;102042551.79;1964;12;1.39;602264;18950000.0;2587
2018-04-19;15.10;16.16;14.88;15.67;37320000.0;1570000000.0;102042551.75;2089;13;1.36;602467;25870000.0;286
2018-04-20;15.68;16.47;15.22;16.28;56360000.0;1620000000.0;102042551.79;224;12;1.35;602728;23250000.0;2998
2018-04-21;16.27;16.32;14.39;15.31;58380000.0;1570000000.0;102042551.79;1943;13;1.37;602733;18300000.0;2463
2018-04-22;15.36;15.91;15.08;15.14;18680000.0;1580000000.0;102042551.77;2103;13;1.37;602788;26160000.0;2346
2018-04-23;15.12;15.98;15.10;15.85;20750000.0;1590000000.0;102042551.78;1892;14;1.37;60287;12710000.0;2229
2018-04-24;15.85;18.75;15.74;17.99;117000000.0;1780000000.0;102042551.77;314;15;1.42;603205;49690000.0;4439
2018-04-25;18.00;18.02;14.66;15.63;63110000.0;1650000000.0;102042551.76;2414;14;1.51;603562;29470000.0;353
2018-04-26;15.64;21.34;15.10;18.16;238000000.0;1920000000.0;102042551.75;18135;15;1.57;600038;248000000.0;23388
2018-04-27;18.17;19.00;17.23;17.32;49430000.0;1880000000.0;102042551.74;2535;15;1.56;600264;26420000.0;344
2018-04-28;17.31;18.44;17.21;18.12;25320000.0;1830000000.0;102042551.74;1958;15;1.56;600444;88480000.0;2259
2018-04-29;18.13;18.64;17.19;18.18;32100000.0;1830000000.0;102042551.76;2413;15;1.46;600618;21650000.0;2939
2018-04-30;18.19;18.24;16.80;17.03;27510000.0;1780000000.0;102042551.77;2483;15;1.49;600665;19150000.0;2999
2018-05-01;17.04;17.18;16.06;17.00;21580000.0;1680000000.0;102042551.75;1753;15;1.49;600795;13560000.0;2049
2018-05-02;17.00;17.36;16.65;17.31;20260000.0;1730000000.0;102042551.77;1964;15;1.48;600883;11490000.0;2255
2018-05-03;17.32;19.28;17.11;18.35;55410000.0;1870000000.0;102042551.79;2431;15;1.47;600932;39500000.0;3406
2018-05-04;18.33;18.34;17.20;17.85;28770000.0;1820000000.0;102042551.79;2061;15;1.47;601058;20860000.0;2457
2018-05-05;17.82;18.03;17.32;17.40;30860000.0;1810000000.0;102042551.79;2034;15;1.38;601061;15670000.0;2245
2018-05-06;17.41;17.68;16.52;16.95;17070000.0;1740000000.0;102042551.76;1648;15;1.38;601133;12280000.0;1885
2018-05-07;16.94;17.05;15.74;16.68;22280000.0;1670000000.0;102042551.77;1517;14;1.38;601326;13280000.0;1697
2018-05-08;16.68;16.93;15.60;15.98;17190000.0;1660000000.0;102042551.75;1553;14;1.4;601416;13790000.0;1777
2018-05-09;15.98;16.72;15.30;16.11;37400000.0;1630000000.0;102042551.79;1639;14;1.4;601455;15890000.0;194
2018-05-10;16.10;16.38;15.29;15.29;53170000.0;1630000000.0;102042551.76;1619;14;1.4;601548;14530000.0;1853
2018-05-11;15.29;15.30;13.08;13.32;45770000.0;1450000000.0;102042551.78;1448;13;1.49;601644;12520000.0;1873
2018-05-12;13.32;14.14;12.57;13.70;33780000.0;1370000000.0;102042551.75;1339;13;1.48;601692;8980000.0;1632
2018-05-13;13.71;14.67;13.37;14.27;21010000.0;1440000000.0;102042551.74;1417;14;1.27;601789;7280000.0;1615
2018-05-14;14.26;14.67;13.19;14.20;19920000.0;1420000000.0;102042551.76;1444;14;1.26;601892;10380000.0;1716
2018-05-15;14.21;14.50;13.44;13.52;13370000.0;1430000000.0;102042551.73;1262;13;1.24;601972;6400000.0;1358
2018-05-16;13.51;13.55;12.75;13.15;20200000.0;1330000000.0;102042551.78;1278;12;1.24;601999;7710000.0;1468
2018-05-17;13.16;13.57;12.08;12.30;13820000.0;1320000000.0;102042551.73;1259;11;1.22;602048;10310000.0;1413
2018-05-18;12.29;12.79;11.99;12.55;32530000.0;1270000000.0;102042551.77;1144;12;1.19;602194;10750000.0;1251
2018-05-19;12.55;12.90;12.28;12.50;22670000.0;1280000000.0;102042551.75;104;11;1.17;6023;5820000.0;1071
2018-05-20;12.47;13.29;12.30;13.06;13150000.0;1300000000.0;102042551.73;1047;12;1.18;60244;6080000.0;1161
2018-05-21;13.06;13.17;12.25;12.55;10740000.0;1300000000.0;102042551.73;1553;12;1.17;602176;6840000.0;1695
2018-05-22;12.55;13.01;11.43;11.46;12310000.0;1250000000.0;102042551.74;1077;11;1.19;602214;7490000.0;1212
2018-05-23;11.45;11.60;10.05;10.58;20110000.0;1110000000.0;102042551.74;1464;11;1.21;602345;9400000.0;1821
2018-05-24;10.58;11.36;10.07;11.18;14290000.0;1110000000.0;102042551.73;1712;12;1.22;601996;18530000.0;2052
2018-05-25;11.18;11.49;10.54;10.70;11150000.0;1120000000.0;102042551.75;1752;12;1.11;601526;14850000.0;2094
2018-05-26;10.70;11.18;10.51;10.76;8050000.000000001;1110000000.0;102042551.73;1502;12;1.04;601072;9030000.0;1722
2018-05-27;10.75;10.78;10.24;10.40;16990000.0;1070000000.0000001;102042551.78;1494;12;0.85;600584;12920000.0;1753
2018-05-28;10.40;10.59;9.55;9.61;12150000.0;1020000000.0;102042551.78;1807;12;0.87;600183;10220000.0;2224
2018-05-29;9.61;10.80;9.51;10.52;27140000.0;1040000000.0;102042551.74;1733;12;0.93;5998;9320000.0;2051
2018-05-30;10.52;10.87;9.90;10.31;13730000.0;1070000000.0000001;102042551.78;1635;12;0.92;599428;10230000.0;1886
2018-05-31;10.30;10.88;10.25;10.56;20090000.0;1080000000.0;102042551.8;1536;12;0.92;599122;5880000.0;1767
2018-06-01;10.55;10.85;10.38;10.80;32939999.999999996;1080000000.0;102042551.76;1434;12;0.93;598789;5080000.0;169
2018-06-02;10.81;11.86;10.66;11.54;24780000.0;1170000000.0;102042551.79;1257;12;0.97;59876;12290000.0;17
2018-06-03;11.54;12.36;11.52;11.78;22880000.0;1220000000.0;102042551.8;1234;12;0.95;598769;10860000.0;1546
2018-06-04;11.78;12.01;10.90;11.07;14080000.0;1160000000.0;102042551.73;1103;12;0.96;59886;7400000.0;1379
2018-06-05;11.08;11.52;10.59;11.30;10720000.0;1130000000.0;102042551.75;1018;12;0.96;598873;7870000.0;1187
2018-06-06;11.31;11.37;10.77;11.07;12440000.0;1130000000.0;102042551.78;985;12;0.96;598912;12510000.0;1162
2018-06-07;11.07;12.03;11.04;11.44;12960000.0;1190000000.0;102042551.74;1096;12;0.98;599006;7910000.0;1265
2018-06-08;11.43;11.51;10.95;11.09;8260000.0;1140000000.0;102042551.73;877;12;0.97;59903;3650000.0;103
2018-06-09;11.09;11.24;10.69;10.73;6860000.0;1120000000.0;102042551.8;740;12;0.97;599082;3250000.0;830
2018-06-10;10.71;10.71;9.22;9.48;17080000.0;1010000000.0;102042551.76;2108;12;1.03;59814;15750000.0;2561
2018-06-11;9.45;10.00;9.25;9.97;20370000.0;964000000.0;102042551.79;1084;11;0.97;598175;12180000.0;1277
2018-06-12;9.96;10.12;8.98;9.02;21030000.0;968000000.0;102042551.75;1261;12;1;598116;8640000.0;1483
2018-06-13;9.02;9.30;8.64;8.79;20740000.0;916000000.0;102042551.74;1311;10;0.98;59813;13790000.0;1649
2018-06-14;8.78;9.66;8.77;9.43;9350000.0;942000000.0;102042551.75;959;11;1.03;598221;11890000.0;1187
2018-06-15;9.45;9.49;8.86;8.88;5070000.0;941000000.0;102042551.77;926;10;1.03;598264;16489999.999999998;1034
2018-06-16;8.87;9.41;8.87;9.14;5810000.0;932000000.0;102042551.76;680;11;1.04;598297;5370000.0;712
2018-06-17;9.14;9.30;8.98;9.01;6400000.0;933000000.0;102042551.81;649;11;1.02;598353;2260000.0;660
2018-06-18;9.03;9.64;8.91;9.43;14030000.0;940000000.0;102042551.82;717;11;1.03;598389;5990000.0;805
2018-06-19;9.42;9.58;9.13;9.21;6360000.0;950000000.0;102042551.76;988;11;1.03;598273;9380000.0;1101
2018-06-20;9.19;9.25;8.89;9.11;5950000.0;924000000.0;102042551.76;849;11;1.02;598283;6030000.0;938
2018-06-21;9.10;9.21;8.87;8.92;3950000.0;921000000.0;102042551.71;1926;11;1.01;597206;4830000.0;2015
2018-06-22;8.92;8.95;8.07;8.22;11820000.0;865000000.0;102042551.74;1009;11;1;597195;9580000.0;1235
2018-06-23;8.21;8.38;7.93;8.22;4730000.0;834000000.0;102042551.81;776;11;0.98;597212;7140000.0;908
2018-06-24;8.22;8.24;7.18;7.80;14040000.0;778000000.0;102042551.75;995;10;0.96;597198;6980000.0;1277
2018-06-25;7.78;8.06;7.53;7.84;4610000.0;797000000.0;102042551.75;860;10;0.95;597247;3900000.0;1025
2018-06-26;7.85;7.88;7.21;7.25;12000000.0;772000000.0;102042551.71;875;10;0.98;597246;5680000.0;981
2018-06-27;7.24;7.31;7.10;7.27;5370000.0;736000000.0;102042551.8;1094;10;0.98;597223;13270000.0;1665
2018-06-28;7.26;7.30;6.70;6.74;5850000.0;725000000.0;102042551.7;971;10;0.98;597257;7120000.0;1256
2018-06-29;6.74;7.28;6.68;7.20;8440000.0;698000000.0;102042551.72;959;10;0.91;597279;8130000.000000001;1385
2018-06-30;7.22;7.79;7.11;7.59;7000000.0;765000000.0;102042551.81;814;10;0.93;597331;4680000.0;956
2018-07-01;7.60;8.14;7.54;7.96;10610000.0;801000000.0;102042551.73;754;11;0.95;597371;6920000.0;968
2018-07-02;7.97;8.77;7.78;8.37;8260000.0;844000000.0;102042551.74;792;12;0.96;597399;6190000.0;936
2018-07-03;8.37;8.73;7.87;7.92;10040000.0;854000000.0;102042551.73;826;11;0.93;597452;6780000.0;948
2018-07-04;7.92;8.51;7.76;8.11;6330000.0;828000000.0;102042551.7;761;11;0.94;597581;6060000.0;872
2018-07-05;8.11;8.38;7.90;8.12;11890000.0;833000000.0;102042551.81;892;11;0.92;597694;6300000.0;1033
2018-07-06;8.12;8.16;7.83;8.07;4960000.0;815000000.0;102042551.75;724;11;0.92;597779;7070000.0;830
2018-07-07;8.05;8.11;7.55;8.05;4390000.0;796000000.0;102042551.77;721;11;0.92;597804;4130000.0;765
2018-07-08;8.06;8.22;7.78;7.81;4830000.0;814000000.0;102042551.71;1101;11;0.9;597795;4330000.0;1275
2018-07-09;7.82;7.86;7.04;7.22;8880000.0;768000000.0;102042551.72;1097;10;0.93;597861;10270000.0;151
2018-07-10;7.20;7.43;6.78;6.83;6720000.0;721000000.0;102042551.74;876;9;0.94;597927;266000000.0;1073
2018-07-11;6.82;6.99;6.62;6.85;3780000.0;954000000.0;140245398.27;792;9;0.87;597937;2720000.0;898
2018-07-12;6.86;6.88;6.48;6.73;10570000.0;943000000.0;140245398.3;1;9;0.83;598021;4120000.0;1338
2018-07-13;6.70;7.20;6.67;6.71;4460000.0;963000000.0;140245398.23;815;10;0.79;598003;68410000.0;983
2018-07-14;6.70;6.88;6.64;6.67;4200000.0;944000000.0;140245398.31;572;10;0.79;598013;1970000.0;608
2018-07-15;6.67;6.93;6.61;6.83;3120000.0;950000000.0;140245398.19;611;11;0.74;598039;4660000.0;664
2018-07-16;6.83;7.48;6.76;7.46;5500000.0;1000000000.0;140245398.15;1034;11;0.79;598076;148000000.0;1129
2018-07-17;7.43;8.02;7.20;7.89;11480000.0;1050000000.0;140245398.27;1045;11;0.81;598056;5410000.0;1194
2018-07-18;7.89;8.37;7.79;7.90;11160000.0;1140000000.0;140245398.25;1236;11;0.81;597896;6110000.0;1513
2018-07-19;7.90;8.09;7.49;7.57;6760000.0;1100000000.0;140245398.21;852;11;0.8;597943;7750000.0;1004
2018-07-20;7.57;7.57;6.72;6.74;8140000.000000001;1000000000.0;140245398.23;1047;10;0.87;598005;8970000.0;1413
2018-07-21;6.74;7.13;6.61;6.99;7670000.0;968000000.0;140245398.31;671;10;0.89;598052;3980000.0;768
2018-07-22;7.01;7.55;6.86;7.15;11150000.0;998000000.0;140245398.18;796;10;0.89;598093;7350000.0;984
2018-07-23;7.16;7.36;6.78;6.81;10720000.0;992000000.0;140245398.16;932;10;0.87;598071;4550000.0;1078
2018-07-24;6.80;7.26;6.69;7.16;7190000.0;983000000.0;140245398.26;1029;11;0.89;598038;9760000.0;1198
2018-07-25;7.16;7.29;7.02;7.13;11080000.0;1000000000.0;140245398.17;1002;11;0.88;598055;6430000.0;1148
2018-07-26;7.14;7.35;6.82;6.82;10960000.0;1010000000.0;140245398.25;849;10;0.89;598102;7830000.0;1002
2018-07-27;6.82;7.07;6.77;7.02;14150000.0;966000000.0;140245398.18;836;10;0.86;598065;2750000.0;868
2018-07-28;7.03;7.05;6.84;6.93;5400000.0;971000000.0;140245398.3;621;10;0.86;598135;3060000.0;672
2018-07-29;6.94;6.98;6.80;6.83;5740000.0;964000000.0;140245398.32;706;10;0.82;598225;4390000.0;826
2018-07-30;6.83;6.92;6.57;6.68;4390000.0;947000000.0;140245398.17;770;10;0.83;598235;4750000.0;877
2018-07-31;6.69;6.69;5.98;6.12;15370000.0;884000000.0;140245398.28;883;10;0.85;598249;10990000.0;1102
2018-08-01;6.13;6.13;5.74;5.92;8760000.0;832000000.0;140245398.24;875;10;0.83;598277;5760000.0;1049
2018-08-02;5.93;6.01;5.49;5.51;5240000.0;805000000.0;140245398.26;860;10;0.83;598251;8410000.0;1047
2018-08-03;5.51;5.62;5.12;5.46;10140000.0;747000000.0;140245398.19;962;10;0.82;598275;7300000.0;125
2018-08-04;5.45;5.68;5.29;5.36;5240000.0;760000000.0;140245398.2;698;8;0.81;598334;3840000.0;864
2018-08-05;5.36;5.49;5.29;5.45;2180000.0;757000000.0;140245398.32;525;10;0.81;598355;2760000.0;510
2018-08-06;5.45;5.55;5.18;5.21;2870000.0;749000000.0;140245398.36;663;7;0.82;598396;2180000.0;688
2018-08-07;5.22;5.38;4.76;4.79;4630000.0;727000000.0;140245398.26;810;6;0.85;598453;5780000.0;968
2018-08-08;4.80;5.31;4.21;4.44;12650000.0;674000000.0;140245398.16;989;5;0.87;598472;14090000.0;1447
2018-08-09;4.44;5.09;4.36;4.80;6060000.0;649000000.0;140245398.29;785;6;0.91;598488;4720000.0;1005
2018-08-10;4.79;4.87;4.27;4.33;3750000.0;648000000.0;140245398.29;805;5;0.94;598464;7180000.0;1239
2018-08-11;4.34;4.34;4.02;4.12;4710000.0;595000000.0;140245398.12;835;5;0.95;598428;6160000.0;1045
2018-08-12;4.11;4.27;3.96;4.05;3080000.0;580000000.0;140245398.08;642;5;0.95;598431;3340000.0;719
2018-08-13;4.05;4.14;3.53;3.60;8750000.0;547000000.0;140245398.18;1065;4;1;598397;12660000.0;1615
2018-08-14;3.59;3.62;3.23;3.59;7090000.0;474000000.0;140245398.36;1388;4;1;598273;8670000.0;1897
2018-08-15;3.59;3.99;3.54;3.55;4750000.0;521000000.0;140245398.38;1071;4;0.99;598162;12840000.0;145
2018-08-16;3.55;3.83;3.51;3.70;3320000.0;516000000.0;140245398.16;1339;4;0.94;59766;3560000.0;152
2018-08-17;3.70;4.47;3.67;4.44;6490000.0;568000000.0;140245398.18;825;5;1.18;597718;3950000.0;113
2018-08-18;4.43;4.57;3.83;4.07;10860000.0;587000000.0;140245398.14;702;5;1.19;597744;2860000.0;966
2018-08-19;4.07;4.34;3.99;4.16;3720000.0;584000000.0;140245398.17;649;5;1.2;597772;3180000.0;762
2018-08-20;4.15;4.24;3.65;3.65;7750000.0;572000000.0;140245398.28;669;4;1.21;597828;2720000.0;840
2018-08-21;3.65;3.93;3.63;3.82;5790000.0;527000000.0;140245398.22;763;5;1.22;597881;4510000.0;948
2018-08-22;3.82;4.10;3.46;3.51;8520000.0;531000000.0;140245398.08;996;4;1.23;597874;4950000.0;1231
2018-08-23;3.50;3.73;3.45;3.67;2440000.0;501000000.0;140245398.22;795;4;1.24;597823;2360000.0;860
2018-08-24;3.68;3.87;3.61;3.82;2340000.0;521000000.0;140245398.36;8358;5;1.23;605386;2690000.0;910
2018-08-25;3.80;3.90;3.66;3.83;2250000.0;531000000.0;140245398.1;53838;5;1.24;658092;1810000.0;1214
2018-08-26;3.83;3.85;3.67;3.82;4940000.0;527000000.0;140245398.29;653;5;1.23;658015;1080000.0;713
2018-08-27;3.82;4.24;3.75;4.17;12410000.0;559000000.0;140245398.42;852;5;1.28;6579;4120000.0;1091
2018-08-28;4.17;4.52;4.14;4.46;6220000.0;606000000.0;140245398.37;884;5;1.31;657858;7980000.0;1127
2018-08-29;4.46;4.67;4.24;4.35;6340000.0;625000000.0;140245398.12;109;5;1.31;657585;4700000.0;1436
2018-08-30;4.35;4.39;3.95;4.23;5240000.0;584000000.0;140245398.12;729;5;1.31;657534;5160000.0;1058
2018-08-31;4.23;4.35;4.13;4.22;3110000.0;592000000.0;140245398.4;701;5;1.29;657492;2620000.0;822
2018-09-01;4.22;4.61;4.20;4.50;4440000.0;616000000.0;140245398.35;1407;5;1.31;656809;2910000.0;1555
2018-09-02;4.51;4.55;4.16;4.36;4530000.0;615000000.0;140245398.25;716;5;1.29;656751;3730000.0;855
2018-09-03;4.36;4.52;4.20;4.40;4800000.0;609000000.0;140245398.39;808;5;1.29;656606;5510000.0;1004
2018-09-04;4.41;5.08;4.40;4.81;16410000.0;667000000.0;140245398.19;1;6;1.33;656602;9010000.0;1577
2018-09-05;4.82;5.03;3.69;3.73;12530000.0;614000000.0;140245398.2;990;5;1.53;656578;5750000.0;1523
2018-09-06;3.73;3.99;3.42;3.95;7990000.0;530000000.0;140245398.2;944;5;1.54;656574;7950000.0;1415
2018-09-07;3.94;4.02;3.62;3.68;6100000.0;532000000.0;140245398.15;900;4;1.53;656499;4179999.9999999995;1144
2018-09-08;3.68;3.75;3.33;3.40;7160000.0;505000000.0;140245398.31;745;4;1.53;656344;4139999.9999999995;954
2018-09-09;3.40;3.61;3.28;3.40;3320000.0;481000000.0;140245398.38;794;4;1.51;656198;3330000.0;959
2018-09-10;3.40;3.57;3.35;3.47;4350000.0;483000000.0;140245398.19;728;4;1.48;656152;2420000.0;892
2018-09-11;3.46;3.56;3.04;3.18;12270000.0;462000000.0;140245398.27;767;4;1.5;656176;5910000.0;1138
2018-09-12;3.18;3.27;3.04;3.26;7830000.0;440000000.0;140245398.03;850;4;1.5;656135;10370000.0;1262
2018-09-13;3.26;3.48;3.23;3.41;4110000.0000000005;471000000.0;140245398.42;712;4;1.46;656179;7970000.0;989
2018-09-14;3.40;3.53;3.34;3.43;3910000.0;484000000.0;140245398.22;652;4;1.46;656204;3500000.0;911
2018-09-15;3.43;3.57;3.42;3.51;2770000.0;493000000.0;140245398.29;557;4;1.46;656223;4440000.0;676
2018-09-16;3.52;3.52;3.28;3.41;2650000.0;474000000.0;140245398.35;565;4;1.46;656257;5460000.0;692
2018-09-17;3.42;3.45;3.04;3.08;4810000.0;460000000.0;140245398.28;685;4;1.31;656281;6620000.0;1039
2018-09-18;3.08;3.24;3.05;3.16;2960000.0;440000000.0;140245398.04;756;4;1.29;656328;3940000.0;1094
2018-09-19;3.16;3.21;2.97;3.13;5630000.0;439000000.0;140245398.29;679;4;1.29;656387;1570000.0;841
2018-09-20;3.14;3.40;3.13;3.33;3350000.0;449000000.0;140245398.03;776;4;1.25;656385;2340000.0;989
2018-09-21;3.34;3.74;3.29;3.70;7520000.0;498000000.0;140245398.13;954;4;1.29;656392;5900000.0;1312
2018-09-22;3.69;3.84;3.41;3.56;5180000.0;507000000.0;140245398.38;730;4;1.26;656361;5620000.0;919
2018-09-23;3.56;3.75;3.51;3.62;3000000.0;508000000.0;140245398.16;643;4;1.26;656392;2130000.0;786
2018-09-24;3.62;3.69;3.35;3.41;5350000.0;493000000.0;140245398.22;620;4;1.27;656385;5160000.0;891
2018-09-25;3.40;3.40;3.20;3.37;5390000.0;462000000.0;140245398.32;623;4;1.27;656385;3260000.0;847
2018-09-26;3.38;3.48;3.29;3.34;2600000.0;474000000.0;140245398.25;685;4;1.27;656445;4480000.0;876
2018-09-27;3.35;3.73;3.30;3.64;7050000.0;488000000.0;140245398.29;696;4;1.26;656497;3000000.0;883
2018-09-28;3.65;3.70;3.44;3.51;6520000.0;500000000.0;140245398.11;737;4;1.24;656591;4059999.9999999995;947
2018-09-29;3.52;3.75;3.41;3.68;3520000.0;503000000.0;140245398.11;647;4;1.25;656687;3000000.0;848
2018-09-30;3.66;3.82;3.63;3.72;2610000.0;520000000.0;140245398.3;654;5;1.25;656746;5450000.0;783
2018-10-01;3.73;3.77;3.50;3.61;2860000.0;509000000.0;140245398.23;908;4;1.25;65699;2000000.0;717
2018-10-02;3.61;3.69;3.50;3.53;2320000.0;501000000.0;140245398.27;683;4;1.23;657057;3890000.0;833
2018-10-03;3.53;3.55;3.36;3.42;2490000.0;480000000.0;140245398.16;708;4;1.23;657005;6530000.0;860
2018-10-04;3.41;3.51;3.39;3.46;2140000.0;486000000.0;140245398.23;576;4;1.23;65703;5160000.0;659
2018-10-05;3.46;3.54;3.41;3.50;2940000.0;484000000.0;140245398.11;578;4;1.19;657048;2260000.0;634
2018-10-06;3.50;3.53;3.39;3.43;2310000.0;485000000.0;140245398.44;473;4;0.92;657076;1440000.0;511
2018-10-07;3.42;3.48;3.39;3.46;1220000.0;481000000.0;140245398.45;484;4;0.89;657086;2530000.0;551
2018-10-08;3.47;3.57;3.46;3.52;2029999.9999999998;491000000.0;140245398.19;622;4;0.87;657125;2190000.0;710
2018-10-09;3.50;3.55;3.41;3.49;2080000.0;488000000.0;140245398.05;611;4;0.82;657149;1780000.0;716
2018-10-10;3.49;3.57;3.43;3.47;3720000.0;487000000.0;140245398.22;632;4;0.83;657217;5770000.0;797
2018-10-11;3.49;3.51;2.96;2.97;7190000.0;438000000.0;140245398.41;801;4;0.96;657247;6440000.0;128
2018-10-12;2.97;3.10;2.94;2.99;4120000.0;421000000.0;140245398.35;734;4;0.92;657237;3940000.0;1017
2018-10-13;2.97;3.10;2.97;3.04;1630000.0;425000000.0;140245398.29;499;4;0.92;657273;820000.0;535
