Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume;Transactions Count
2019-05-21;0.0851;0.0868;0.0823;0.0844;33680000.0;2190000000.0;25927070538;;9456;14;1.22;320843;312000000.0;3275
2019-05-22;0.0843;0.0858;0.0768;0.0776;39230000.0;2130000000.0;25927070538;;10425;14;1.25;321139;258000000.0;3519
2019-05-23;0.0772;0.0817;0.0739;0.0806;53820000.0;2000000000.0;25927070538;;9751;15;1.24;321881;251000000.0;3372
2019-05-24;0.0806;0.0835;0.0782;0.0809;33870000.0;2109999999.9999998;25927070538;;10303;14;1.23;322647;200000000.0;3663
2019-05-25;0.0808;0.0827;0.0796;0.0805;19640000.0;2100000000.0;25927070538;;8971;15;1.23;323629;189000000.0;3206
2019-05-26;0.0805;0.0874;0.0784;0.0863;33240000.000000004;2140000000.0000002;25927070538;;8608;15;1.23;324023;134000000.0;3165
2019-05-27;0.0866;0.0941;0.0853;0.0908;50740000.0;2290000000.0;25927070538;;1132;16;1.24;324039;201000000.0;4042
2019-05-28;0.0907;0.0935;0.0872;0.0929;95790000.0;2340000000.0;25927070538;;11118;16;1.24;32452;159000000.0;4022
2019-05-29;0.0928;0.0939;0.0859;0.0910;48030000.0;2350000000.0;25927070538;;10626;15;1.23;325083;151000000.0;3796
2019-05-30;0.0911;0.0968;0.0798;0.0840;222000000.0;2370000000.0;25927070538;;10956;14;1.26;325309;194000000.0;4127
2019-05-31;0.0840;0.0899;0.0814;0.0891;44580000.0;2210000000.0;25927070538;;97;14;1.24;325958;155000000.0;3691
2019-06-01;0.0891;0.0927;0.0857;0.0905;42080000.0;2310000000.0;25927070538;;7998;15;1.24;326416;127000000.0;3032
2019-06-02;0.0905;0.0979;0.0903;0.0964;70690000.0;2450000000.0;25927070538;;9813;16;1.25;326565;186000000.0;374
2019-06-03;0.0965;0.0984;0.0870;0.0874;73720000.0;2420000000.0;25927070538;;12136;14;1.3;32702;205000000.0;4328
2019-06-04;0.0868;0.0879;0.0790;0.0823;57000000.0;2180000000.0;25927070538;;11136;14;1.31;327654;145000000.0;3921
2019-06-05;0.0824;0.0844;0.0796;0.0827;31900000.0;2140000000.0000002;25927070538;;9157;14;1.31;32831;115000000.0;329
2019-06-06;0.0826;0.0843;0.0779;0.0833;36640000.0;2109999999.9999998;25927070538;;8951;14;1.3;328754;107000000.0;3177
2019-06-07;0.0834;0.0874;0.0822;0.0853;27700000.0;2200000000.0;25927070538;;8978;14;1.3;329047;108000000.0;328
2019-06-08;0.0852;0.0864;0.0818;0.0839;14620000.0;2180000000.0;25927070538;;8291;14;1.3;329791;89990000.0;2849
2019-06-09;0.0839;0.0842;0.0771;0.0790;22700000.0;2109999999.9999998;25927070538;;8162;14;1.31;33034;95980000.0;3092
2019-06-10;0.0789;0.0856;0.0779;0.0855;33470000.0;2130000000.0;25927070538;;8261;14;1.33;33067;145000000.0;3153
2019-06-11;0.0855;0.0896;0.0820;0.0878;42200000.0;2220000000.0;25927070538;;8719;14;1.18;330184;121000000.0;2674
2019-06-12;0.0878;0.0967;0.0861;0.0963;81290000.0;2390000000.0;25927070538;;12613;15;1.19;329053;213000000.0;3887
2019-06-13;0.0964;0.0971;0.0878;0.0898;70450000.0;2400000000.0;25927070538;;9641;14;1.22;329294;161000000.0;3244
2019-06-14;0.0899;0.0911;0.0850;0.0906;68930000.0;2290000000.0;25927070538;;10048;14;1.09;330096;243000000.0;2926
2019-06-15;0.0904;0.0930;0.0902;0.0916;49350000.0;2370000000.0;25927070538;;9305;15;1.03;330999;207000000.0;2805
2019-06-16;0.0917;0.0944;0.0903;0.0922;44550000.0;2390000000.0;25927070538;;8552;15;1;331561;173000000.0;2545
2019-06-17;0.0922;0.0940;0.0914;0.0935;29850000.0;2400000000.0;25927070538;;9909;15;0.98;331989;200000000.0;3035
2019-06-18;0.0937;0.0939;0.0881;0.0891;42900000.0;2350000000.0;25927070538;;9214;14;0.98;332009;178000000.0;2808
2019-06-19;0.0892;0.0916;0.0885;0.0898;46740000.0;2330000000.0;25927070538;;935;14;0.92;332341;165000000.0;3233
2019-06-20;0.0899;0.0905;0.0850;0.0876;44180000.0;2280000000.0;25927070538;;9676;14;0.92;332728;185000000.0;317
2019-06-21;0.0876;0.0912;0.0874;0.0892;39480000.0;2320000000.0;25927070538;;9037;14;0.92;333087;171000000.0;3069
2019-06-22;0.0894;0.0979;0.0889;0.0944;86630000.0;2410000000.0;25927070538;;12846;15;0.89;333061;264000000.0;4055
2019-06-23;0.0943;0.103;0.0939;0.0964;104000000.0;2540000000.0;25927070538;;11184;15;0.89;333466;207000000.0;3932
2019-06-24;0.0963;0.0992;0.0936;0.0977;49770000.0;2490000000.0;25927070538;;9737;15;0.89;333941;227000000.0;3099
2019-06-25;0.0977;0.0982;0.0933;0.0960;50860000.0;2470000000.0;25927070538;;9975;15;0.89;334167;206000000.0;3308
2019-06-26;0.0960;0.106;0.0937;0.0966;150000000.0;2580000000.0;25927070538;;14691;15;0.86;334219;314000000.0;5011
2019-06-27;0.0966;0.0983;0.0823;0.0850;85690000.0;2330000000.0;25927070538;;11508;14;0.93;33444;215000000.0;3673
2019-06-28;0.0851;0.0885;0.0833;0.0883;60740000.0;2230000000.0;25927070538;;10736;14;0.94;334701;279000000.0;3413
