Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume;Transactions Count
2018-04-24;0.288;0.320;0.286;0.309;149000000.0;7950000000.0;25927070538;;752;45;1.57;224147;989000000.0;3503
2018-04-25;0.309;0.311;0.258;0.269;121000000.0;7340000000.0;25927070538;;607;39;1.64;224814;707000000.0;2672
2018-04-26;0.268;0.294;0.256;0.293;74790000.0;7120000000.0;25927070538;;5676;44;1.61;225462;1090000000.0;2644
2018-04-27;0.293;0.306;0.283;0.284;80770000.0;7630000000.0;25927070538;;5798;42;1.59;226139;562000000.0;2585
2018-04-28;0.284;0.364;0.282;0.356;257000000.0;8730000000.0;25927070538;;8187;52;1.77;227012;1450000000.0;3852
2018-04-29;0.356;0.386;0.343;0.362;239000000.0;9530000000.0;25927070538;;7963;52;1.72;227829;1830000000.0;3595
2018-04-30;0.362;0.363;0.331;0.341;129000000.0;9020000000.0;25927070538;;6129;50;1.74;228548;2480000000.0;2773
2018-05-01;0.341;0.361;0.319;0.355;141000000.0;8860000000.0;25927070538;;5958;52;1.74;229252;1400000000.0;2808
2018-05-02;0.355;0.376;0.345;0.371;111000000.0;9410000000.0;25927070538;;6299;52;1.73;230008;1090000000.0;2901
2018-05-03;0.371;0.388;0.364;0.366;128000000.0;9670000000.0;25927070538;;5646;52;1.73;230652;1010000000.0;2358
2018-05-04;0.366;0.368;0.347;0.358;79120000.0;9330000000.0;25927070538;;5322;52;1.72;231429;803000000.0;2236
2018-05-05;0.358;0.373;0.357;0.364;71260000.0;9470000000.0;25927070538;;4963;53;1.66;232109;1550000000.0;2221
2018-05-06;0.364;0.364;0.335;0.345;64340000.0;9000000000.0;25927070538;;3775;51;1.67;232611;1090000000.0;1628
2018-05-07;0.345;0.346;0.310;0.331;68940000.0;8460000000.000001;25927070538;;4781;50;1.68;232507;2770000000.0;1971
2018-05-08;0.331;0.345;0.316;0.322;61850000.0;8539999999.999999;25927070538;;5058;48;1.69;233115;2190000000.0;2262
2018-05-09;0.322;0.323;0.298;0.318;82720000.0;8100000000.0;25927070538;;467;49;1.69;233537;1070000000.0000001;2217
2018-05-10;0.318;0.322;0.291;0.292;80410000.0;8090000000.0;25927070538;;4808;46;1.72;234365;501000000.0;2144
2018-05-11;0.292;0.293;0.249;0.256;137000000.0;6950000000.0;25927070538;;5786;41;1.79;235176;506000000.0;2693
2018-05-12;0.256;0.279;0.236;0.265;109000000.0;6700000000.0;25927070538;;4396;41;1.78;235778;1260000000.0;204
2018-05-13;0.266;0.283;0.257;0.278;73480000.0;7040000000.0;25927070538;;4142;45;1.51;236218;848000000.0;1822
2018-05-14;0.278;0.278;0.252;0.266;59750000.0;6890000000.0;25927070538;;4371;41;1.49;236682;973000000.0;1957
