Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Volatility;Active Addresses Count;Transaction Volume;Transactions Count
2020-08-16;0.0253;0.0285;0.0241;0.0283;176000000.0;1890000000.0;71659651225.71;38780.0;0.72;25448;110000000.0;1501433
2020-08-17;0.0283;0.0314;0.0267;0.0304;528000000.0;2089999999.9999998;71659667397.68;42360.0;0.81;300192;159000000.0;1724502
2020-08-18;0.0304;0.0325;0.0280;0.0288;291000000.0;2170000000.0;71659649754.79;39860.0;0.82;311525;114000000.0;1878101
2020-08-19;0.0288;0.0290;0.0255;0.0265;173000000.0;1950000000.0;71659650419.66;36560.0;0.88;309511;79310000.0;1813213
2020-08-20;0.0265;0.0278;0.0265;0.0275;127000000.0;1950000000.0;71659645524.39;37970.0;0.88;320541;67150000.0;1966730
2020-08-21;0.0275;0.0277;0.0240;0.0243;90240000.0;1880000000.0;71659658217.34;33550.0;0.93;336671;54500000.0;1976148
2020-08-22;0.0243;0.0255;0.0233;0.0251;119000000.0;1750000000.0;71659657910.25;34830.0;0.99;319299;51590000.0;1981876
2020-08-23;0.0251;0.0253;0.0236;0.0244;75760000.0;1750000000.0;71659662365.32;33690.0;1.01;313774;40810000.0;1901232
2020-08-24;0.0243;0.0257;0.0239;0.0251;67500000.0;1790000000.0;71659655019.81;34650.0;1.01;325213;42930000.0;1870700
2020-08-25;0.0251;0.0255;0.0222;0.0230;95170000.0;1700000000.0;71659644800.91;32020.000000000004;1.08;349459;41980000.0;2756829
2020-08-26;0.0230;0.0239;0.0228;0.0237;79520000.0;1680000000.0;71659662487.98;32790.0;1.06;305581;49510000.0;3244500
2020-08-27;0.0237;0.0245;0.0221;0.0231;160000000.0;1670000000.0;71659644271.34;31780.0;1.07;292107;42520000.0;3007678
2020-08-28;0.0231;0.0243;0.0227;0.0240;41680000.0;1700000000.0;71659667331.42;33090.0;1.07;289816;41720000.0;2657791
2020-08-29;0.0239;0.0252;0.0237;0.0249;40140000.0;1760000000.0;71659665593.29;34600.0;1.07;311187;39340000.0;2394427
2020-08-30;0.0249;0.0282;0.0249;0.0270;135000000.0;1920000000.0;71659652249.61;37250.0;1.11;311756;67000000.0;2243468
