Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume;Transactions Count
2018-03-24;168.90;169.67;158.01;158.81;140000000.0;9180000000.0;55780795.09;2420000.0;962;79;0.89;2577564;144000000.0;26444
2018-03-25;158.68;162.90;157.17;159.90;106000000.0;8920000000.0;55796420.18;2500000.0;95785;79;0.85;2584682;135000000.0;23183
2018-03-26;159.93;160.63;141.73;148.18;235000000.0;8380000000.000001;55811320.23;2220000.0;105743;78;0.84;2591177;231000000.0;28819
2018-03-27;148.15;149.27;134.87;135.00;214000000.0;7880000000.0;55826645.31;2089999.9999999998;108207;76;0.88;2598769;176000000.0;29412
2018-03-28;134.96;139.64;130.27;131.44;171000000.0;7500000000.0;55841070.42;1890000.0;101172;75;0.84;2606177;250000000.0;28744
2018-03-29;131.37;132.40;112.42;114.42;294000000.0;6730000000.0;55856020.5;1730000.0;114388;72;0.93;2611665;198000000.0;31211
2018-03-30;114.17;126.30;109.22;118.39;493000000.0;6540000000.0;55871045.58;1780000.0;108019;73;0.94;2619470;227000000.0;29594
2018-03-31;118.35;124.85;115.52;116.11;151000000.0;6710000000.0;55886195.68;1760000.0;84962;73;0.93;2625520;114000000.0;23484
2018-04-01;116.23;118.20;109.59;114.94;249000000.0;6360000000.0;55901445.82;1750000.0;82549;72;0.91;2631835;124000000.0;22647
2018-04-02;114.99;121.48;114.06;119.09;232000000.0;6630000000.0;55916095.92;1740000.0;99074;73;0.92;2638176;154000000.0;24864
2018-04-03;119.12;137.22;118.22;134.16;196000000.0;7160000000.0;55930696.06;1960000.0;113015;76;1.05;2639543;187000000.0;28752
2018-04-04;134.10;134.62;115.36;118.16;220000000.0;6880000000.0;55945646.13;1760000.0;102186;73;1.1;2647514;137000000.0;26584
2018-04-05;118.05;122.59;113.73;118.54;271000000.0;6620000000.0;55961221.22;1860000.0;9198;74;1.1;2654399;173000000.0;26739
2018-04-06;118.60;120.24;111.82;112.90;111000000.0;6420000000.0;55976571.32;1730000.0;102292;72;1.09;2660735;210000000.0;25903
2018-04-07;112.92;119.69;112.65;115.89;103000000.0;6560000000.0;55990346.43;1600000.0;92567;73;1.09;2666410;186000000.0;22584
2018-04-08;115.88;118.55;115.36;117.66;287000000.0;6540000000.0;56005121.48;1740000.0;87243;72;1.09;2672844;184000000.0;20691
2018-04-09;117.68;122.93;112.68;114.84;499000000.0;6560000000.0;56019296.64;1620000.0;100282;71;1.06;2678507;211000000.0;25201
2018-04-10;114.83;115.25;111.48;114.13;88960000.0;6370000000.0;56034146.73;1690000.0;10558;71;1.05;2682911;178000000.0;26345
2018-04-11;114.18;119.68;113.02;118.18;97230000.0;6450000000.0;56046796.83;1480000.0;105768;72;1.03;2688650;208000000.0;27589
2018-04-12;118.16;130.90;113.18;129.59;579000000.0;6790000000.0;56062171.93;1990000.0;108353;74;1.09;2694004;338000000.0;32736
2018-04-13;129.59;133.73;123.97;125.44;256000000.0;7230000000.0;56076722.03;1830000.0;107948;74;1.09;2702275;229000000.0;32379
2018-04-14;125.36;129.70;124.47;126.47;111000000.0;7120000000.0;56091422.14;1860000.0;99452;74;1.06;2709275;159000000.0;24695
2018-04-15;126.47;132.96;126.36;132.53;123000000.0;7310000000.0;56107097.25;2069999.9999999998;102385;75;1.07;2715725;272000000.0;25462
2018-04-16;132.55;133.36;125.16;128.68;133000000.0;7190000000.0;56121447.33;1840000.0;110859;74;1.07;2718162;179000000.0;26827
2018-04-17;128.64;140.42;128.60;132.23;259000000.0;7590000000.0;56136097.52;1950000.0;117771;75;1.05;2717230;257000000.0;2996
2018-04-18;132.17;141.44;132.00;140.40;295000000.0;7700000000.0;56151372.65;2150000.0;114046;75;1.07;2720533;233000000.0;28477
2018-04-19;140.42;147.52;138.79;146.56;184000000.0;8020000000.0;56167047.88;2290000.0;112199;76;1.07;2730073;369000000.0;30501
2018-04-20;146.55;156.52;143.38;155.72;413000000.0;8420000000.0;56181773;2290000.0;120349;78;1.08;2739323;256000000.0;33513
2018-04-21;155.73;156.98;140.95;148.43;423000000.0;8380000000.000001;56197173.09;2280000.0;106701;77;1.09;2746656;230000000.0;27604
2018-04-22;148.47;153.20;144.76;146.63;142000000.0;8390000000.000001;56213448.15;2390000.0;100611;76;1.09;2756749;161000000.0;26311
2018-04-23;146.61;153.39;146.29;152.55;157000000.0;8480000000.0;56228523.22;2290000.0;113626;78;1.09;2766065;318000000.0;29621
2018-04-24;152.55;166.11;152.48;164.78;569000000.0;9080000000.0;56244123.33;2580000.0;129418;79;1.11;2772799;454000000.0;37092
2018-04-25;164.77;165.00;141.46;144.89;352000000.0;8510000000.0;56257198.42;1890000.0;120842;76;1.18;2781808;402000000.0;33617
2018-04-26;144.40;154.63;142.16;153.32;176000000.0;8270000000.0;56271648.59;2220000.0;116339;78;1.17;2789188;313000000.0;29795
2018-04-27;153.34;153.77;145.08;145.69;177000000.0;8470000000.000001;56286373.73;2160000.0;110776;76;1.14;2793606;274000000.0;30709
2018-04-28;145.69;153.44;144.79;152.01;139000000.0;8470000000.000001;56301848.79;2350000.0;109249;78;1.14;2800685;316000000.0;28974
2018-04-29;151.93;156.33;148.12;153.24;159000000.0;8580000000.0;56316798.88;2290000.0;114682;78;1.04;2803909;390000000.0;297
2018-04-30;153.40;154.43;147.19;148.31;144000000.0;8500000000.0;56332923.96;2390000.0;121984;77;1.04;2806909;314000000.0;31566
2018-05-01;148.28;148.66;142.75;148.05;148000000.0;8189999999.999999;56347974.18;2230000.0;116098;76;1.04;2816664;436000000.0;29767
2018-05-02;147.99;153.57;146.26;151.28;157000000.0;8410000000.0;56361549.27;2049999.9999999998;123328;77;1.04;2819990;264000000.0;32836
2018-05-03;151.41;164.67;150.56;161.24;372000000.0;8890000000.0;56375999.34;2330000.0;128039;77;1.05;2824305;342000000.0;36459
2018-05-04;161.04;171.21;157.37;168.84;387000000.0;9200000000.0;56390974.41;2530000.0;129549;81;0.98;2828813;307000000.0;35474
2018-05-05;168.76;183.38;167.96;178.20;806000000.0;9910000000.0;56407049.5;2850000.0;117776;82;0.89;2833303;372000000.0;32517
2018-05-06;178.23;183.53;164.96;171.60;383000000.0;9750000000.0;56422899.63;2720000.0;110679;84;0.9;2843473;648000000.0;28896
2018-05-07;171.58;172.05;157.49;164.32;348000000.0;9240000000.0;56437674.69;2420000.0;114633;79;0.9;2850599;259000000.0;31034
2018-05-08;164.39;168.27;156.78;159.00;283000000.0;9140000000.0;56452274.74;2330000.0;119069;79;0.91;2856280;218000000.0;31003
2018-05-09;158.94;159.95;150.85;156.81;640000000.0;8820000000.0;56467024.86;2310000.0;112765;79;0.91;2861532;231000000.0;30585
2018-05-10;156.72;160.53;147.84;148.21;873000000.0;8800000000.0;56481974.95;2230000.0;118279;77;0.93;2870452;223000000.0;32428
2018-05-11;148.24;148.44;133.50;136.44;641000000.0;8000000000.0;56497150.05;2080000.0;119072;75;0.98;2876422;278000000.0;33723
2018-05-12;136.43;144.52;131.30;141.65;596000000.0;7810000000.0;56511600.15;2049999.9999999998;107977;75;0.98;2882737;144000000.0;28493
2018-05-13;141.83;146.80;136.60;144.29;403000000.0;8020000000.0;56527300.2;2270000.0;102581;76;0.93;2885490;125000000.0;27432
2018-05-14;144.30;152.72;134.49;147.42;354000000.0;8100000000.0;56541550.26;2100000.0;11796;76;0.92;2890635;300000000.0;32126
