Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume;Transactions Count
2019-05-28;116.81;118.50;111.34;114.95;3560000000.0;7120000000.0;62003091.11;1620000.0;83662;117;1.08;2853377;458000000.0;29878
2019-05-29;114.64;118.48;109.17;115.13;699000000.0;7110000000.0;62017791.12;1690000.0;8374;117;1.06;2858032;352000000.0;30699
2019-05-30;115.27;120.73;102.04;107.83;6530000000.0;7080000000.0;62032841.16;1620000.0;9532;113;1.09;2859283;472000000.0;33846
2019-05-31;107.86;114.86;104.52;114.62;1430000000.0;6760000000.0;62047491.19;1670000.0;86508;117;1.06;2864439;463000000.0;30765
2019-06-01;114.54;116.70;110.86;112.43;661000000.0;7050000000.0;62061891.26;1620000.0;7324;117;1.06;2869765;332000000.0;25685
2019-06-02;112.49;116.91;111.60;114.59;578000000.0;7080000000.0;62077066.27;1740000.0;8472;118;1.06;2859349;341000000.0;23549
2019-06-03;114.67;116.22;104.88;105.81;714000000.0;6950000000.0;62090466.28;1430000.0;79127;114;1.09;2860224;318000000.0;25776
2019-06-04;105.27;106.33;97.96;101.91;747000000.0;6380000000.0;62105066.29;1480000.0;82157;114;1.09;2863529;436000000.0;27276
2019-06-05;102.09;105.26;100.37;103.80;1090000000.0;6390000000.0;62119416.31;1490000.0;77978;114;1.09;2866398;260000000.0;25577
2019-06-06;103.62;112.27;100.97;111.52;1250000000.0;6540000000.0;62134141.32;1640000.0;83054;120;1.1;2871105;345000000.0;2817
2019-06-07;111.57;121.25;109.88;117.15;810000000.0;7170000000.0;62149516.35;1820000.0;83787;121;1.11;2875013;449000000.0;29999
2019-06-08;116.52;120.12;114.01;118.45;736000000.0;7260000000.0;62165091.38;1850000.0;79732;121;1.1;2883406;412000000.0;29237
2019-06-09;118.54;119.36;111.69;114.85;656000000.0;7210000000.0;62180641.39;1780000.0;73888;119;1.11;2888751;308000000.0;24819
2019-06-10;114.67;130.57;112.74;129.81;1810000000.0;7640000000.0;62194741.41;1820000.0;103551;122;1.18;2884659;908000000.0;35371
2019-06-11;130.02;138.98;125.48;136.25;1070000000.0000001;8180000000.0;62207916.46;1800000.0;97201;123;1.11;2889767;1240000000.0;36227
2019-06-12;136.24;143.55;130.48;135.86;1240000000.0;8590000000.0;62222116.56;1910000.0;106301;123;1.09;2892220;812000000.0;37664
2019-06-13;136.07;137.01;128.15;130.81;914000000.0;8330000000.0;62236716.72;1920000.0;98172;120;1.11;2897560;703000000.0;35325
2019-06-14;131.05;133.06;125.68;132.83;1660000000.0;8090000000.0;62251516.74;1960000.0;95352;123;1.1;2905233;715000000.0;36199
2019-06-15;132.64;139.90;132.63;138.32;3280000000.0;8480000000.0;62266266.78;2040000.0;91787;124;1.05;2912402;428000000.0;33058
2019-06-16;138.41;138.84;133.90;136.92;844000000.0;8480000000.0;62281191.82;2040000.0;91185;125;1.01;2919369;447000000.0;32355
2019-06-17;137.11;137.31;132.40;134.09;757000000.0;8410000000.0;62295316.85;1900000.0;10178;125;0.99;2923001;358000000.0;34118
2019-06-18;134.31;136.96;128.71;135.24;2750000000.0;8289999999.999999;62310316.89;2029999.9999999998;98472;125;0.97;2926626;888000000.0;34231
2019-06-19;135.44;139.74;133.72;136.80;3830000000.0;8539999999.999999;62325891.91;2130000.0;96475;124;0.93;2930494;535000000.0;35906
2019-06-20;137.00;137.15;133.53;135.79;655000000.0;8439999999.999999;62341641.94;2130000.0;98117;123;0.92;2930093;480000000.0;35587
2019-06-21;135.94;141.59;135.90;138.27;790000000.0;8590000000.0;62356441.97;2049999.9999999998;105634;123;0.92;2933789;520000000.0;40962
2019-06-22;138.78;146.34;137.78;141.84;1040000000.0;8810000000.0;62371141.99;2069999.9999999998;134417;124;0.9;2932809;649000000.0;47649
2019-06-23;141.63;142.55;135.71;136.75;667000000.0;8730000000.0;62386042.01;2029999.9999999998;99949;124;0.92;2936075;428000000.0;33729
2019-06-24;136.63;136.80;132.32;135.48;602000000.0;8410000000.0;62401692.03;2120000.0;121338;123;0.82;2929784;861000000.0;37895
2019-06-25;135.53;138.21;128.93;135.68;651000000.0;8380000000.000001;62416542.07;2009999.9999999998;105975;124;0.82;2929737;558000000.0;34878
2019-06-26;135.51;137.98;125.42;130.29;973000000.0;8369999999.999999;62431042.11;1900000.0;131221;121;0.79;2913621;691000000.0;39252
2019-06-27;130.29;132.04;109.26;113.97;1100000000.0;7430000000.0;62446117.16;1720000.0;123421;117;0.89;2912092;764000000.0;3528
2019-06-28;114.03;121.80;112.41;119.50;693000000.0;7320000000.0;62460592.21;1730000.0;97933;119;0.9;2915173;618000000.0;32167
2019-06-29;119.19;136.18;114.92;133.53;893000000.0;7920000000.0;62474442.25;1850000.0;92222;124;0.98;2916033;454000000.0;3075
2019-06-30;133.88;137.00;119.37;122.10;888000000.0;8100000000.0;62488367.28;1700000.0;83594;120;1.01;2914708;394000000.0;26135
