Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume;Transactions Count;Price
2018-04-22;1154.83;1258.76;1108.67;1194.4;301000000.0;20480000000.0;17092951.97;2200000.0;46617;184;1.32;16385118;304000000.0;18763;1174.615
2018-04-23;1194.13;1457.35;1191.69;1439.89;647000000.0;23440000000.0;17094764.51;2590000.0;72449;207;1.48;16388421;1370000000.0;27994;1317.0100000000002
2018-04-24;1439.49;1569.66;1390.32;1406.36;1350000000.0;25570000000.0;17096402.02;2310000.0;78153;213;1.46;16394324;1390000000.0;309;1422.925
2018-04-25;1406.69;1439.92;1228.75;1289.96;749000000.0;22560000000.0;17098314.53;2450000.0;58167;197;1.5;16397063;472000000.0;24363;1348.325
2018-04-26;1285.08;1426.64;1243.73;1421.03;385000000.0;22860000000.0;17100114.55;2550000.0;6246;215;1.51;16393086;569000000.0;21975;1353.0549999999998
2018-04-27;1421.2;1423.97;1326.41;1330.82;274000000.0;23780000000.0;17101964.55;2480000.0;47863;207;1.52;16397371;501000000.0;19565;1376.01
2018-04-28;1330.6;1417.21;1318.99;1391.24;195000000.0;23720000000.0;17103827.06;2590000.0;44399;214;1.52;16400233;365000000.0;17784;1360.92
2018-04-29;1390.98;1483.78;1369.28;1439.27;276000000.0;24460000000.0;17105564.57;2500000.0;44721;227;1.36;16401986;475000000.0;18087;1415.125
2018-04-30;1439.28;1445.51;1330.5;1347.33;181000000.0;23800000000.0;17107402.09;2470000.0;50339;209;1.38;16403419;539000000.0;2168;1393.3049999999998
2018-05-01;1347.42;1361.06;1243.89;1354.57;209000000.0;22160000000.0;17109214.6;2420000.0;46239;205;1.37;16406760;480000000.0;18895;1350.995
2018-05-02;1353.87;1491.12;1322.89;1454.47;359000000.0;24540000000.0;17111039.61;2650000.0;55531;227;1.35;16409308;550000000.0;22923;1404.17
2018-05-03;1457.25;1539.16;1447.31;1507.72;459000000.0;25650000000.0;17112702.11;2490000.0;5704;229;1.35;16412073;940000000.0;25163;1482.4850000000001
2018-05-04;1507.07;1541.31;1460.08;1512.86;317000000.0;25590000000.0;17114514.61;2740000.0;53877;232;1.35;16417081;534000000.0;23213;1509.965
2018-05-05;1513.02;1758.88;1508.39;1756.89;1010000000.0;28250000000.0;17116452.12;3350000.0;55513;253;1.36;16419951;612000000.0;22868;1634.955
