Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume;Transactions Count;Price
2018-03-18;7846.52;8293.73;7291.61;8199.12;2280000000.0;130000000000.0;16932549.13;15460000.0;53551;1153;0.98;21636205;4080000000.0;164511;8022.820000000001
2018-03-19;8198.67;8729.53;8101.15;8599.62;2180000000.0;142000000000.0;16934487.21;16540000.0;587514;1195;0.99;21647424;5550000000.0;193494;8399.145
2018-03-20;8594.99;9043.87;8307.95;8911.03;1790000000.0;147000000000.0;16936075.28;14120000.0;567891;1229;0.95;21678317;5110000000.0;193222;8753.01
2018-03-21;8918.17;9180.32;8757.71;8892.34;1560000000.0;152000000000.0;16937975.68;16870000.0;58691;122;0.93;21705504;6140000000.0;199262;8905.255000000001
2018-03-22;8892.9;9094.61;8482.38;8713.8;1610000000.0;148000000000.0;16939763.66;15570000.0;577941;1202;0.89;21707564;4840000000.0;180421;8803.349999999999
2018-03-23;8706.94;8923.64;8274.05;8919.5;1470000000.0;144000000000.0;16941426.49;14580000.0;619608;1201;0.9;21678259;5180000000.0;177341;8813.220000000001
2018-03-24;8913.14;9017.64;8485.78;8530.88;1260000000.0;150000000000.0;16943376.73;16790000.0;543804;1185;0.88;21646646;4410000000.0;159401;8722.009999999998
2018-03-25;8532.07;8680.68;8375.08;8450.5;989000000.0;144000000000.0;16945064.49;14240000.0;454187;1168;0.86;21647146;5110000000.0;137632;8491.285
2018-03-26;8452.61;8498.09;7849.31;8143.58;1660000000.0;138000000000.0;16946939.97;15320000.0;582295;1124;0.86;21641318;6380000000.0;187477;8298.095000000001
2018-03-27;8140.9;8216.57;7737.3;7792.42;1420000000.0;135000000000.0;16948841.43;14890000.0;598612;1095;0.86;21599251;5280000000.0;185428;7966.66
2018-03-28;7793.67;8109.96;7731.17;7939.91;1000000000.0;134000000000.0;16950529.35;13390000.0;552755;1104;0.86;21610911;5390000000.0;181035;7866.79
2018-03-29;7937.37;7966.44;6911.77;7091.31;2150000000.0;126000000000.0;16952429.8;13510000.0;559619;1004;0.88;21636914;4590000000.0;189556;7514.34
2018-03-30;7092.68;7274.65;6566.88;6839.29;4350000000.0;117000000000.0;16954455.38;13840000.0;57102;974;0.87;21676651;5150000000.0;183947;6965.985000000001
2018-03-31;6835.42;7223.96;6788.05;6926.1;1350000000.0;119000000000.0;16956055.74;11080000.0;475498;983;0.87;21660940;3380000000.0;149294;6880.76
2018-04-01;6923.76;7038.45;6435.48;6816.44;2450000000.0;114000000000.0;16958081.14;13780000.0;425276;973;0.84;21682857;3850000000.0;133901;6870.1
2018-04-02;6817.23;7117.7;6770.9;7052.67;2009999999.9999998;118000000000.0;16960031.6;13710000.0;485666;1002;0.85;21710012;5710000000.0;167141;6934.95
2018-04-03;7053.94;7531.98;7014.69;7413.12;1370000000.0;124000000000.0;16962069.82;15120000.0;605514;1054;0.86;21715323;7550000000.0;2036;7233.53
2018-04-04;7410.03;7422.74;6701.31;6790.55;1380000000.0;120000000000.0;16963907.79;12460000.0;565002;979;0.89;21736647;4390000000.0;183926;7100.29
2018-04-05;6790.74;6919.77;6575.11;6769.94;2120000000.0;114000000000.0;16965858.24;13260000.0;534893;978;0.89;21757178;4360000000.0;181407;6780.34
2018-04-06;6773.11;6856.31;6503.49;6612.78;906000000.0;113000000000.0;16967584.83;11400000.0;631476;928;0.88;21776001;4640000000.0;169899;6692.945
2018-04-07;6614.21;7082.21;6600.86;6894.64;896000000.0;117000000000.0;16969836.28;15490000.0;502038;985;0.87;21748616;3520000000.0;155865;6754.425
2018-04-08;6893.45;7109.84;6884.0;7022.72;2130000000.0;119000000000.0;16971849.23;14110000.0;414992;998;0.86;21784576;3250000000.0;13977;6958.085
2018-04-09;7019.23;7184.45;6613.86;6769.43;4520000000.0;117000000000.0;16973687.2;12380000.0;535496;971;0.86;21773273;4750000000.0;174115;6894.33
2018-04-10;6772.04;6889.75;6655.23;6833.14;639000000.0;115000000000.0;16975737.62;13970000.0;569509;977;0.85;21792040;4810000000.0;188256;6802.59
2018-04-11;6834.11;6982.6;6796.88;6945.88;667000000.0;117000000000.0;16977750.44;13980000.0;533732;985;0.8;21801387;4600000000.0;179955;6889.995
2018-04-12;6943.14;8063.04;6757.42;7915.61;3870000000.0;128000000000.0;16979675.95;15220000.0;629328;1107;0.93;21802143;6890000000.0;216526;7429.375
2018-04-13;7916.32;8231.27;7742.31;7885.52;1830000000.0;136000000000.0;16981738.97;16329999.999999998;638968;1102;0.93;21847086;6440000000.0;213311;7900.92
2018-04-14;7884.79;8188.36;7824.24;8002.85;899000000.0;136000000000.0;16983451.79;13710000.0;502546;1108;0.86;21879185;3550000000.0;165043;7943.82
2018-04-15;8000.84;8426.11;7995.79;8356.19;925000000.0;140000000000.0;16985489.64;17000000.0;590187;1166;0.87;21841388;4580000000.0;170677;8178.515
2018-04-16;8357.67;8412.0;7896.47;8056.34;1160000000.0;137000000000.0;16987252.61;14180000.0;721332;1118;0.88;21726159;7760000000.0;194303;8207.005000000001
2018-04-17;8054.33;8167.24;7819.41;7891.21;957000000.0;136000000000.0;16989278.07;15970000.0;614295;1105;0.87;21748190;7370000000.0;204094;7972.77
2018-04-18;7889.99;8237.16;7871.08;8166.93;1600000000.0;137000000000.0;16991278.54;16329999.999999998;588686;1135;0.86;21783956;6500000000.0;200441;8028.46
2018-04-19;8169.4;8298.24;8091.57;8275.0;932000000.0;140000000000.0;16993503.91;18410000.0;657714;1146;0.85;21830657;8150000000.0;215282;8222.2
2018-04-20;8273.79;8935.66;8207.85;8864.9;2640000000.0;144000000000.0;16995216.84;15140000.0;661833;1206;0.87;21874209;9060000000.0;210669;8569.345000000001
2018-04-21;8864.12;9050.0;8610.14;8918.86;2300000000.0;150000000000.0;16997204.72;17620000.0;602722;1207;0.88;21867929;5440000000.0;191121;8891.490000000002
2018-04-22;8917.36;9033.7;8751.52;8794.04;981000000.0;151000000000.0;16999205.03;17600000.0;502665;1199;0.87;21909437;4610000000.0;16898;8855.7
2018-04-23;8795.53;9008.49;8771.85;8940.32;882000000.0;151000000000.0;17001117.89;17080000.0;642298;121;0.87;21952559;6510000000.0;227377;8867.925
2018-04-24;8935.93;9737.66;8927.89;9646.82;3400000000.0;159000000000.0;17003106.61;19180000.0;776436;1308;0.9;21958496;9500000000.0;253956;9291.375
2018-04-25;9649.06;9762.68;8744.76;8866.61;2800000000.0;157000000000.0;17004645.25;13620000.0;701507;1206;0.94;21949478;8620000000.0;217684;9257.835
2018-04-26;8847.29;9309.48;8653.76;9272.74;1560000000.0;151000000000.0;17006408.41;16329999.999999998;661663;1276;0.94;21963953;6810000000.0;217258;9060.015
2018-04-27;9276.09;9387.0;8899.39;8921.82;1230000000.0;157000000000.0;17008184.12;15940000.0;67468;1213;0.94;21997722;7010000000.0;212647;9098.955
2018-04-28;8923.24;9433.62;8872.41;9343.73;1270000000.0;157000000000.0;17009787.74;14950000.0;541764;1291;0.95;22026678;7200000000.0;19497;9133.485
2018-04-29;9343.17;9545.9;9172.86;9397.75;1110000000.0;159000000000.0;17011763.56;18560000.0;54912;1292;0.86;22063040;7400000000.0;183812;9370.46
2018-04-30;9401.85;9452.77;9115.74;9242.56;1010000000.0;158000000000.0;17013701.61;17880000.0;645424;1275;0.85;22084625;6880000000.0;215603;9322.205
2018-05-01;9245.77;9249.14;8825.71;9070.54;1160000000.0;153000000000.0;17015677.06;17920000.0;634217;1246;0.86;22150202;5400000000.0;198167;9158.155
2018-05-02;9063.98;9261.34;8975.46;9218.92;972000000.0;155000000000.0;17017428.23;16110000.0;673769;1287;0.85;22116425;5790000000.0;210896;9141.45
2018-05-03;9228.27;9811.39;9158.27;9735.62;1550000000.0;161000000000.0;17019316.48;18400000.0;660104;1336;0.86;22154358;7330000000.0;227954;9481.945
2018-05-04;9736.28;9785.26;9515.83;9693.33;1220000000.0;164000000000.0;17021041.78;16730000.0;710689;1328;0.85;22188339;8140000000.000001;224579;9714.805
2018-05-05;9694.83;9967.08;9668.18;9831.23;2240000000.0;168000000000.0;17023055.36;19710000.0;606625;134;0.79;22190678;5460000000.0;195965;9763.029999999999
2018-05-06;9837.08;9932.46;9415.45;9618.95;1170000000.0;164000000000.0;17024769.88;16430000.0;535825;1319;0.8;22202202;5470000000.0;172671;9728.015
2018-05-07;9614.61;9643.08;9171.67;9363.14;1270000000.0;159000000000.0;17026645.32;17510000.0;662775;1293;0.8;22174818;6460000000.0;204816;9488.875
2018-05-08;9362.68;9458.57;9045.67;9178.99;1120000000.0;157000000000.0;17028384;16010000.000000002;66587;129;0.8;22183235;6550000000.0;219628;9270.835
2018-05-09;9178.89;9373.6;8969.68;9310.78;2500000000.0;156000000000.0;17030384.42;18590000.0;603396;1294;0.8;22213842;6340000000.0;20471;9244.835
2018-05-10;9310.77;9388.98;9000.94;9018.4;3540000000.0;157000000000.0;17032309.76;17400000.0;633729;1235;0.79;22242641;6950000000.0;215367;9164.585
2018-05-11;9012.97;9020.5;8343.82;8410.8;3290000000.0;148000000000.0;17033897.62;13370000.0;772234;1188;0.84;22198092;7590000000.0;207053;8711.884999999998
2018-05-12;8413.6;8644.47;8210.51;8471.86;3010000000.0;143000000000.0;17035960.76;17500000.0;563749;1187;0.84;22189606;4980000000.0;18127;8442.73
2018-05-13;8475.59;8760.51;8325.43;8684.67;1670000000.0;146000000000.0;17037811.15;16090000.0;488836;1201;0.7;22203936;4120000000.0;15953;8580.130000000001
2018-05-14;8682.61;8884.39;8282.92;8669.14;1470000000.0;146000000000.0;17039461.69;14310000.0;641192;1194;0.7;22212354;7610000000.0;211328;8675.875
2018-05-15;8666.27;8852.74;8416.7;8470.51;1100000000.0;147000000000.0;17041287.18;15490000.0;624136;1184;0.7;22222491;5350000000.0;208197;8568.39
2018-05-16;8469.93;8493.28;8100.28;8343.05;1850000000.0;141000000000.0;17043525.1;18630000.0;617403;116;0.69;22244567;6320000000.0;213978;8406.49
2018-05-17;8340.67;8480.0;7990.81;8057.18;798000000.0;141000000000.0;17045175.8;13280000.0;635676;1134;0.69;22193469;6190000000.0;190427;8198.925
2018-05-18;8051.84;8273.81;7924.16;8240.98;2080000000.0;138000000000.0;17047026.46;15230000.0;701918;1153;0.69;22178816;6370000000.0;216419;8146.41
2018-05-19;8238.5;8400.93;8138.49;8232.6;1270000000.0;141000000000.0;17048951.77;15840000.0;500408;1154;0.68;22192717;3260000000.0;167502;8235.55
2018-05-20;8214.09;8604.22;8166.7;8520.69;508000000.0;143000000000.0;17050752.19;15320000.0;483041;119;0.69;22228944;3860000000.0;159863;8367.39
2018-05-21;8522.58;8601.74;8306.72;8390.92;585000000.0;144000000000.0;17052715.06;16480000.0;620329;1181;0.65;22217345;4670000000.0;201185;8456.75
2018-05-22;8389.18;8400.57;7948.58;7979.37;696000000.0;140000000000.0;17054602.88;15110000.0;595706;1126;0.66;22238367;4490000000.0;207023;8184.275
2018-05-23;7979.74;8023.61;7438.02;7502.24;1290000000.0;132000000000.0;17056628.43;15230000.0;636565;1065;0.69;22255300;5200000000.0;222546;7740.99
2018-05-24;7503.94;7725.43;7263.71;7577.58;1090000000.0;128000000000.0;17058416.52;13540000.0;559734;1071;0.69;22295075;5150000000.0;202902;7540.76
2018-05-25;7576.3;7654.51;7321.4;7461.19;779000000.0;127000000000.0;17060617.07;16340000.0;624713;1056;0.63;22311776;4350000000.0;198774;7518.745
2018-05-26;7459.75;7628.05;7293.42;7330.02;444000000.0;128000000000.0;17062642.33;14840000.0;45937;1045;0.57;22339684;3050000000.0;155834;7394.885
2018-05-27;7330.7;7405.85;7223.94;7336.05;678000000.0;125000000000.0;17064692.6;15040000.0;441802;1048;0.54;22368711;4250000000.0;143384;7333.375
2018-05-28;7338.43;7436.73;7067.54;7100.36;678000000.0;123000000000.0;17066643.11;13870000.0;598556;1019;0.54;22334869;7290000000.0;192951;7219.395
2018-05-29;7100.79;7526.94;7044.52;7464.19;2140000000.0000002;125000000000.0;17068381.31;12950000.0;600021;1057;0.54;22343401;7230000000.0;204915;7282.49
2018-05-30;7465.76;7562.96;7264.76;7376.77;709000000.0;127000000000.0;17070556.58;16040000.0;596173;1052;0.54;22362461;7310000000.0;204891;7421.265
2018-05-31;7378.03;7615.98;7332.63;7485.47;1530000000.0;128000000000.0;17072681.92;15890000.0;620191;1064;0.54;22358323;7330000000.0;206264;7431.75
2018-06-01;7481.54;7608.68;7346.27;7515.98;2720000000.0;128000000000.0;17074757.18;15600000.0;683588;107;0.54;22426477;6090000000.0;201858;7498.76
2018-06-02;7518.03;7692.74;7439.75;7637.59;876000000.0;130000000000.0;17076657.63;14510000.0;52437;1079;0.54;22440773;4240000000.0;175813;7577.8099999999995
2018-06-03;7636.22;7780.51;7592.66;7711.53;869000000.0;131000000000.0;17078695.43;15690000.0;54274;1109;0.5;22452760;4700000000.0;167198;7673.875
2018-06-04;7711.19;7759.22;7448.53;7488.39;690000000.0;129000000000.0;17080983.73;17130000.0;69435;107;0.51;22405582;7490000000.0;205524;7599.79
2018-06-05;7486.98;7669.05;7354.64;7619.0;701000000.0;128000000000.0;17083171.61;16649999.999999998;655014;1073;0.51;22415214;5930000000.0;214242;7552.99
2018-06-06;7617.2;7696.04;7481.01;7650.35;623000000.0;130000000000.0;17085009.42;14060000.0;653426;1077;0.51;22424023;5090000000.0;207161;7633.775
2018-06-07;7648.61;7753.02;7620.97;7684.47;500000000.0;131000000000.0;17086797.26;13700000.0;63553;1078;0.51;22434416;5900000000.0;207335;7666.54
2018-06-08;7685.81;7695.22;7542.18;7615.11;468000000.0;130000000000.0;17088603.73;13820000.0;640966;1078;0.5;22456824;7010000000.0;197681;7650.46
2018-06-09;7611.28;7685.92;7454.46;7496.43;353000000.0;130000000000.0;17090391.41;13510000.0;503993;1078;0.5;22475215;4910000000.0;176022;7553.855
2018-06-10;7496.95;7497.01;6640.37;6766.22;1350000000.0;120000000000.0;17091979.17;10710000.0;527886;982;0.58;22479700;6060000000.0;178072;7131.585
2018-06-11;6765.33;6912.22;6637.9;6879.27;2410000000.0;115000000000.0;17093730.16;11990000.0;586393;988;0.55;22491951;6840000000.0;213701;6822.3
2018-06-12;6876.39;6881.24;6445.73;6549.52;2049999999.9999998;114000000000.0;17095543.13;11830000.0;662032;927;0.56;22488285;6210000000.0;216723;6712.955
2018-06-13;6545.4;6621.05;6130.73;6300.02;2040000000.0;109000000000.0;17097331.14;11270000.0;660241;898;0.56;22466263;5760000000.0;212718;6422.71
2018-06-14;6299.32;6725.26;6270.99;6639.25;1010000000.0;111000000000.0;17099243.98;12680000.0;586144;935;0.6;22490469;6220000000.0;212115;6469.285
2018-06-15;6638.8;6662.43;6351.61;6389.33;635000000.0;112000000000.0;17101156.84;12240000.0;613937;907;0.61;22493273;4290000000.0;201252;6514.0650000000005
2018-06-16;6387.06;6552.17;6329.58;6486.58;434000000.0;110000000000.0;17103232.03;13480000.0;434955;919;0.61;22528466;2140000000.0000002;155858;6436.82
2018-06-17;6485.12;6578.35;6427.24;6443.31;587000000.0;111000000000.0;17105194.7;12660000.0;439145;912;0.6;22546111;2380000000.0;14554;6464.215
2018-06-18;6443.39;6812.72;6381.83;6707.4;1590000000.0;112000000000.0;17107244.89;13740000.0;569167;975;0.62;22553996;3390000000.0;194397;6575.395
2018-06-19;6708.22;6842.81;6659.26;6737.08;536000000.0;115000000000.0;17109182.81;13040000.0;628857;980;0.62;22511854;3570000000.0;19277;6722.65
2018-06-20;6734.13;6816.18;6556.94;6757.65;561000000.0;114000000000.0;17111123.4;13080000.0;590701;983;0.6;22507186;3510000000.0;199288;6745.889999999999
2018-06-21;6758.3;6793.8;6680.35;6718.19;448000000.0;115000000000.0;17113248.89;14280000.0;556428;976;0.6;22536832;3710000000.0;200306;6738.245
2018-06-22;6717.57;6732.39;5931.87;6048.68;1210000000.0;107000000000.0;17115137.22;11440000.0;616964;871;0.66;22546678;4230000000.0000005;202454;6383.125
2018-06-23;6047.46;6261.24;6029.12;6159.88;466000000.0;105000000000.0;17117137.53;12350000.0;473376;876;0.64;22567840;2440000000.0;159934;6103.67
2018-06-24;6159.22;6253.11;5763.01;6150.44;1550000000.0;103000000000.0;17119275.33;13140000.0;465159;878;0.64;22586768;3070000000.0;160718;6154.83
2018-06-25;6143.95;6344.97;6075.15;6249.19;696000000.0;106000000000.0;17121238.25;12250000.0;618481;879;0.64;22576574;3810000000.0;202227;6196.57
2018-06-26;6248.95;6272.52;6044.91;6072.56;1220000000.0;106000000000.0;17123063.68;11130000.0;601757;873;0.65;22584850;3050000000.0;189209;6160.755
2018-06-27;6071.4;6187.8;5982.93;6134.96;461000000.0;104000000000.0;17124576.47;9290000.0;591319;877;0.65;22585202;3950000000.0;189544;6103.18
2018-06-28;6135.28;6166.38;5822.87;5849.12;523000000.0;103000000000.0;17126539.21;11500000.0;566389;844;0.66;22580595;3290000000.0;195746;5992.2
2018-06-29;5847.69;6303.72;5781.49;6202.7;1250000000.0;102000000000.0;17128426.99;11740000.0;584573;880;0.63;22611920;3110000000.0;19463;6025.195
2018-06-30;6205.43;6527.05;6191.93;6384.91;615000000.0;109000000000.0;17130189.68;11240000.0;560237;900;0.64;22593139;2670000000.0;177709;6295.17
2018-07-01;6384.27;6433.21;6257.16;6350.11;387000000.0;109000000000.0;17132027.32;11690000.0;476547;899;0.64;22606111;3180000000.0;153443;6367.1900000000005
2018-07-02;6350.3;6678.22;6271.19;6617.2;663000000.0;112000000000.0;17133790.07;11650000.0;66231;924;0.66;22592772;4200000000.0;206702;6483.75
2018-07-03;6613.52;6671.06;6467.1;6506.84;577000000.0;113000000000.0;17135240.35;9420000.0;655359;917;0.65;22581983;4370000000.0;217338;6560.18
2018-07-04;6505.51;6783.08;6403.51;6585.75;544000000.0;113000000000.0;17136915.58;11020000.0;5944;927;0.65;22599740;3470000000.0;201935;6545.63
2018-07-05;6584.78;6704.77;6444.28;6528.45;1020000000.0;113000000000.0;17138628.35;11190000.0;555588;923;0.65;22630975;3830000000.0;202507;6556.615
2018-07-06;6527.62;6642.16;6443.46;6600.11;464000000.0;112000000000.0;17140628.56;13200000.0;640591;933;0.65;22701184;3880000000.0;200485;6563.865
2018-07-07;6608.72;6825.76;6510.4;6756.5;397000000.0;113000000000.0;17142578.89;13140000.0;460458;978;0.65;22717458;2320000000.0;164668;6682.610000000001
2018-07-08;6758.6;6790.41;6668.41;6704.47;416000000.0;115000000000.0;17144554;13240000.0;501981;982;0.65;22721332;3100000000.0;15791;6731.535
2018-07-09;6705.53;6807.12;6616.89;6662.74;484000000.0;115000000000.0;17146254.17;11330000.0;627774;947;0.65;22730703;3460000000.0;206977;6684.135
2018-07-10;6664.71;6683.3;6263.21;6300.41;708000000.0;111000000000.0;17148117.01;11750000.0;669373;906;0.67;22694575;5180000000.0;215433;6482.5599999999995
2018-07-11;6301.09;6403.07;6280.6;6380.62;525000000.0;109000000000.0;17149804.77;10760000.0;636817;915;0.6;22653994;3760000000.0;201326;6340.855
2018-07-12;6380.9;6381.95;6082.01;6245.05;1490000000.0;106000000000.0;17151567.63;10860000.0;923421;892;0.6;22293754;3960000000.0;20784;6312.975
2018-07-13;6245.4;6339.9;6121.77;6216.47;528000000.0;107000000000.0;17153355.56;11100000.0;94154;894;0.58;21984569;3780000000.0;206358;6230.9349999999995
2018-07-14;6216.6;6322.05;6176.86;6248.85;502000000.0;107000000000.0;17155018.66;10400000.0;793757;904;0.56;21702924;2980000000.0;175324;6232.725
2018-07-15;6247.53;6388.2;6229.79;6348.02;400000000.0;109000000000.0;17156681.48;10550000.0;502106;913;0.53;21663747;3250000000.0;158295;6297.775
2018-07-16;6349.83;6747.37;6329.46;6726.39;786000000.0;112000000000.0;17158181.66;10070000.0;602482;988;0.56;21662760;4800000000.0;213849;6538.110000000001
2018-07-17;6719.26;7464.97;6661.65;7315.23;2020000000.0;121000000000.0;17160169.4;14550000.0;681518;1058;0.63;21650995;5050000000.0;232829;7017.245
2018-07-18;7316.31;7584.61;7237.56;7375.97;1230000000.0;127000000000.0;17162344.6;16040000.0;762246;1064;0.63;21620598;5150000000.0;233249;7346.14
2018-07-19;7377.18;7567.96;7277.18;7470.22;820000000.0;127000000000.0;17164482.72;15960000.0;626926;1075;0.62;21617460;4790000000.0;225038;7423.700000000001
2018-07-20;7467.53;7687.72;7267.49;7328.79;930000000.0;127000000000.0;17166408.19;14100000.0;653321;1057;0.62;21636584;4480000000.0;22647;7398.16
2018-07-21;7333.94;7452.85;7209.95;7405.58;757000000.0;126000000000.0;17168120.93;12690000.0;511119;1068;0.62;21648415;3220000000.0;186978;7369.76
2018-07-22;7404.65;7570.13;7336.21;7394.55;876000000.0;128000000000.0;17170396.08;16830000.0;459458;1063;0.62;21687391;2770000000.0;167495;7399.6
2018-07-23;7395.36;7805.44;7368.37;7716.13;1910000000.0;132000000000.0;17172471.3;16010000.000000002;71669;1105;0.53;21633216;4940000000.0;229101;7555.745
2018-07-24;7715.1;8490.34;7691.69;8393.66;1650000000.0;139000000000.0;17174459.08;16690000.000000002;717759;1181;0.6;21672682;6330000000.0;259522;8054.38
2018-07-25;8387.23;8483.82;8053.76;8167.14;2670000000.0;142000000000.0;17176671.97;18150000.0;771199;1149;0.61;21676212;5370000000.0;248976;8277.185
2018-07-26;8165.33;8307.57;7853.19;7927.28;1920000000.0;140000000000.0;17178735.07;16320000.0;641543;1121;0.62;21710321;4470000000.0;230206;8046.305
2018-07-27;7928.81;8278.0;7805.19;8183.27;3150000000.0;138000000000.0;17180823.05;17060000.0;721812;1143;0.62;21751906;4730000000.0;232444;8056.040000000001
2018-07-28;8182.86;8244.94;8060.3;8230.13;916000000.0;140000000000.0;17182635.79;14850000.0;545883;1146;0.62;21736159;3280000000.0;181696;8206.494999999999
2018-07-29;8229.94;8297.59;8119.08;8213.15;854000000.0;141000000000.0;17184761.04;17490000.0;494042;1152;0.59;21774539;3670000000.0;172401;8221.545
2018-07-30;8214.69;8281.2;7860.37;8172.46;1050000000.0;139000000000.0;17186436.29;13690000.0;638966;1141;0.59;21785249;4850000000.0;23106;8193.575
2018-07-31;8166.77;8173.65;7650.0;7726.88;2700000000.0;135000000000.0;17188274.06;14190000.0;696566;1105;0.62;21777381;4810000000.0;243458;7946.825000000001
2018-08-01;7730.13;7754.11;7439.35;7600.1;1520000000.0;130000000000.0;17190149.37;14240000.0;698015;1077;0.63;21792818;4430000000.0;238104;7665.115
2018-08-02;7602.42;7705.93;7457.08;7530.8;659000000.0;130000000000.0;17192062.29;14430000.0;622521;1073;0.62;21790543;4470000000.0;222669;7566.610000000001
2018-08-03;7528.94;7535.16;7279.55;7418.51;1450000000.0;127000000000.0;17194137.53;15380000.0;694601;1058;0.62;21820785;4550000000.0;232465;7473.725
2018-08-04;7416.17;7487.27;6933.95;7011.51;768000000.0;124000000000.0;17196337.86;15400000.0;547308;101;0.65;21840771;3400000000.0;192558;7213.84
2018-08-05;7010.31;7089.78;6888.92;7026.67;552000000.0;120000000000.0;17198338;14060000.0;495532;1008;0.65;21862738;3430000000.0;171233;7018.49
2018-08-06;7024.55;7159.44;6840.93;6935.0;592000000.0;120000000000.0;17199975.78;11350000.0;651894;999;0.65;21850105;4179999999.9999995;219051;6979.775
2018-08-07;6933.98;7147.17;6672.39;6715.38;867000000.0;119000000000.0;17201863.62;12690000.0;710766;982;0.65;21839922;4550000000.0;236513;6824.68
2018-08-08;6717.94;6718.71;6125.35;6280.32;1250000000.0;110000000000.0;17203826.48;12300000.0;634443;906;0.69;21859176;4830000000.0;229381;6499.129999999999
2018-08-09;6281.87;6626.93;6183.68;6535.61;916000000.0;110000000000.0;17205689.38;12210000.0;636143;937;0.7;21849872;4820000000.0;224091;6408.74
2018-08-10;6536.11;6575.57;6008.96;6142.72;1040000000.0;109000000000.0;17207889.57;13500000.0;656819;891;0.71;21849399;4150000000.0000005;224863;6339.415
2018-08-11;6146.23;6491.18;5990.44;6233.46;843000000.0;107000000000.0;17210014.76;13420000.0;523641;911;0.71;21846301;3150000000.0;192213;6189.844999999999
2018-08-12;6239.93;6481.33;6153.49;6314.15;636000000.0;109000000000.0;17211952.39;12230000.0;486939;913;0.7;21856628;2370000000.0;168546;6277.04
2018-08-13;6308.98;6548.28;6144.24;6251.12;841000000.0;109000000000.0;17213827.65;11750000.0;602328;904;0.71;21856478;4170000000.0;217348;6280.049999999999
2018-08-14;6252.19;6267.73;5885.46;6191.66;1100000000.0;104000000000.0;17215528.08;10510000.0;672592;887;0.71;21885743;5320000000.0;252662;6221.924999999999
2018-08-15;6191.19;6633.63;6182.44;6270.17;1300000000.0;110000000000.0;17217540.84;12620000.0;67746;907;0.71;21909073;4640000000.0;246292;6230.68
2018-08-16;6271.11;6477.23;6209.34;6313.02;730000000.0;109000000000.0;17219516.07;12420000.0;621029;912;0.68;21929783;3930000000.0;23143;6292.0650000000005
2018-08-17;6315.93;6588.85;6287.86;6584.08;807000000.0;112000000000.0;17221416.37;12470000.0;650774;940;0.62;21947057;3870000000.0;235627;6450.005
2018-08-18;6582.06;6620.12;6303.8;6397.0;1220000000.0;111000000000.0;17223416.54;12800000.0;498238;924;0.62;21972610;2330000000.0;189867;6489.530000000001
2018-08-19;6397.89;6548.51;6313.27;6482.76;524000000.0;110000000000.0;17225229.2;11760000.0;502449;934;0.62;21987763;1970000000.0;160808;6440.325000000001
