Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume
2020-10-16;68.28;70.18;60.86;62.60;85230000.0;660000000.0;10266506.25;450000.0;44178;4;0.84;614685;139000000.0
2020-10-17;62.62;63.47;61.04;62.98;19910000.0;641000000.0;10273806.25;450000.0;39377;4;0.86;615797;101000000.0
2020-10-18;62.94;64.48;62.49;64.44;23280000.0;651000000.0;10280906.25;460000.0;40115;6;0.85;61653;118000000.0
2020-10-19;64.47;65.57;62.13;64.00;27440000.0;656000000.0;10288081.25;450000.0;3821;6;0.84;61775;170000000.0
2020-10-20;64.10;65.00;56.66;57.86;39630000.0;636000000.0;10295212.5;420000.0;42308;3;0.9;619058;163000000.0
2020-10-21;57.90;64.84;57.55;62.74;41280000.0;640000000.0;10302387.5;450000.0;40848;5;0.9;619725;226000000.0
2020-10-22;62.75;67.14;62.68;65.69;19550000.0;670000000.0;10309550;470000.0;40576;6;0.89;620564;146000000.0
2020-10-23;65.59;65.60;61.20;63.26;44940000.0;657000000.0;10316806.25;460000.0;37886;5;0.9;621288;96660000.0
2020-10-24;63.26;65.72;61.67;64.23;13910000.0;654000000.0;10323918.75;460000.0;3621;6;0.87;621586;112000000.0
2020-10-25;64.22;65.00;61.95;62.76;20390000.0;655000000.0;10331106.25;450000.0;3693;5;0.87;622785;83390000.0
2020-10-26;62.68;63.81;58.49;60.32;18050000.0;634000000.0;10338250;430000.0;38475;4;0.87;623642;124000000.0
2020-10-27;60.25;62.04;59.81;61.19;13270000.0;632000000.0;10345425;440000.0;38349;4;0.87;624303;124000000.0
2020-10-28;61.13;61.50;55.13;56.76;36860000.0;610000000.0;10352593.75;410000.0;36105;3;0.9;624789;152000000.0
2020-10-29;56.80;57.86;54.53;56.88;14350000.0;585000000.0;10359781.25;410000.0;38459;3;0.86;625309;132000000.0
2020-10-30;56.84;59.80;54.05;58.27;21030000.0;592000000.0;10366937.5;420000.0;38369;3;0.85;624726;190000000.0
2020-10-31;58.22;59.34;57.17;58.12;33369999.999999996;606000000.0;10374025;420000.0;36737;3;0.85;625687;82650000.0
2020-11-01;58.00;58.62;56.86;57.88;14110000.0;600000000.0;10381200;420000.0;27087;3;0.85;626351;104000000.0
2020-11-02;58.06;59.24;54.26;54.90;11650000.0;588000000.0;10388425;390000.0;42468;3;0.85;626947;78840000.0
2020-11-03;54.74;55.53;51.29;53.15;73330000.0;549000000.0;10395593.75;380000.0;4137;2;0.84;62923;120000000.0
2020-11-04;53.05;54.56;52.04;54.20;12460000.0;554000000.0;10402700;390000.0;38651;3;0.83;630468;115000000.0
2020-11-05;54.12;57.46;52.64;56.61;30520000.0;573000000.0;10409925;410000.0;3907;3;0.84;630851;158000000.0
2020-11-06;56.70;61.79;56.29;61.63;40430000.0;608000000.0;10417075;440000.0;40326;4;0.86;631991;136000000.0
2020-11-07;61.58;62.92;55.80;57.41;31060000.0;623000000.0;10424256.25;410000.0;38712;3;0.89;633185;94480000.0
2020-11-08;57.44;61.82;56.90;60.71;10330000.0;622000000.0;10431437.5;440000.0;36308;5;0.91;633386;91230000.0
2020-11-09;60.60;61.13;56.33;58.39;30980000.0;615000000.0;10438543.75;420000.0;42115;3;0.91;634393;63540000.0
2020-11-10;58.44;62.58;57.82;58.98;65370000.00000001;636000000.0;10445762.5;430000.0;39858;3;0.9;635176;145000000.0
2020-11-11;59.03;60.70;58.48;58.80;41760000.0;625000000.0;10452850;420000.0;41023;3;0.84;635736;76910000.0
2020-11-12;58.76;65.30;57.75;62.87;88570000.0;645000000.0;10460150;460000.0;43244;6;0.88;635862;267000000.0
2020-11-13;62.94;65.98;61.64;65.60;46390000.0;668000000.0;10467325;470000.0;41573;7;0.88;636805;224000000.0
2020-11-14;65.66;65.72;61.36;63.93;25560000.0;664000000.0;10474431.25;460000.0;39982;7;0.89;637764;215000000.0
2020-11-15;63.92;64.26;59.61;60.90;31010000.0;650000000.0;10481718.75;440000.0;28763;5;0.9;637563;198000000.0
2020-11-16;60.98;67.27;60.36;64.61;28750000.0;676000000.0;10488756.25;460000.0;42114;7;0.87;638284;262000000.0
2020-11-17;64.40;67.15;64.20;66.94;28890000.0;687000000.0;10495962.5;480000.0;4556;7;0.88;638121;263000000.0
2020-11-18;66.80;67.79;60.13;62.92;71890000.0;670000000.0;10502956.25;350000.0;40741;5;0.9;640331;25350000.0
2020-11-19;63.05;64.08;60.39;62.38;23320000.0;655000000.0;10510368.75;220000.0;41853;5;0.9;641147;200000000.0
2020-11-20;62.35;64.64;62.07;63.19;37750000.0;666000000.0;10517450;230000.0;4267;6;0.83;64254;272000000.0
2020-11-21;63.10;72.80;62.34;72.57;22790000.0;713000000.0;10524512.5;260000.0;41826;8;0.92;643526;300000000.0
2020-11-22;72.62;74.00;65.09;68.82;101000000.0;728000000.0;10531768.75;240000.0;40941;7;0.93;644459;218000000.0
2020-11-23;68.89;80.60;67.48;79.49;109000000.0;782000000.0;10538868.75;290000.0;43954;10;1.06;645389;276000000.0
2020-11-24;79.50;89.75;76.25;86.57;220000000.0;869000000.0;10546006.25;310000.0;31532;14;1.15;645952;453000000.0
2020-11-25;86.75;87.89;75.17;78.21;188000000.0;870000000.0;10553212.5;280000.0;38067;10;1.12;64668;260000000.0
2020-11-26;78.07;79.84;63.59;70.13;227000000.0;755000000.0;10560200;250000.0;3454;8;1.3;647615;264000000.0
2020-11-27;70.23;71.40;66.00;69.52;32759999.999999996;725000000.0;10567506.25;250000.0;43722;7;1.2;648342;220000000.0
2020-11-28;69.54;76.47;68.92;75.40;34840000.0;774000000.0;10574706.25;270000.0;41859;9;1.22;650164;186000000.0
2020-11-29;75.43;76.56;71.81;74.93;37180000.0;786000000.0;10581775;270000.0;28574;9;1.23;650979;140000000.0
2020-11-30;75.10;79.85;73.64;78.82;64830000.0;817000000.0;10588943.75;280000.0;22453;10;1.22;65108;213000000.0
2020-12-01;78.91;82.10;71.55;74.70;142000000.0;824000000.0;10596150;270000.0;24435;9;1.24;651275;206000000.0
2020-12-02;74.77;77.11;73.47;76.84;23390000.0;798000000.0;10603393.75;280000.0;39816;9;1.23;652018;216000000.0
2020-12-03;76.71;77.17;74.26;75.70;16920000.0;805000000.0;10610568.75;270000.0;31145;9;1.22;652544;226000000.0
2020-12-04;75.66;76.19;68.53;69.07;22940000.0;777000000.0;10617662.5;250000.0;49587;7;1.24;654805;215000000.0
2020-12-05;69.03;72.36;68.42;71.82;9250000.0;754000000.0;10624787.5;260000.0;37722;8;1.27;655942;207000000.0
2020-12-06;71.85;74.95;69.95;74.72;10520000.0;769000000.0;10632006.25;270000.0;37757;9;1.24;656625;133000000.0
2020-12-07;74.69;76.89;73.53;75.49;23670000.0;798000000.0;10639131.25;270000.0;38689;9;1.21;65729;207000000.0
2020-12-08;75.58;75.74;68.59;69.40;81610000.0;771000000.0;10646275;250000.0;38019;7;1.21;658172;200000000.0
2020-12-09;69.38;70.87;65.98;69.29;66319999.99999999;735000000.0;10653531.25;250000.0;37879;7;1.23;658605;231000000.0
2020-12-10;69.33;69.81;65.18;65.67;13460000.0;717000000.0;10660593.75;240000.0;37846;7;1.24;65941;268000000.0
2020-12-11;65.99;66.07;62.38;63.51;41250000.0;685000000.0;10667793.75;230000.0;37532;7;1.25;660361;98780000.0
2020-12-12;63.63;66.77;63.39;65.86;7820000.0;699000000.0;10674975;240000.0;30703;7;1.23;660755;109000000.0
2020-12-13;66.02;69.19;65.19;68.18;11380000.0;724000000.0;10682106.25;240000.0;20616;7;1.23;661002;161000000.0
2020-12-14;68.13;68.66;66.12;67.91;20150000.0;721000000.0;10689231.25;240000.0;48094;7;1.23;662294;122000000.0
2020-12-15;67.97;69.06;66.30;67.66;20820000.0;725000000.0;10696393.75;250000.0;4137;7;1.22;662205;73870000.0
2020-12-16;67.67;73.26;66.80;73.22;38510000.0;754000000.0;10703575;260000.0;3898;8;1.22;66264;190000000.0
2020-12-17;73.19;78.05;72.34;74.28;75330000.0;801000000.0;10710768.75;260000.0;40221;9;1.23;663168;158000000.0
2020-12-18;74.36;76.39;71.69;73.94;39640000.0;793000000.0;10717831.25;270000.0;33835;8;1.21;663702;193000000.0
2020-12-19;73.84;76.30;73.11;73.64;14750000.0;801000000.0;10725118.75;260000.0;21857;8;1.21;663586;69550000.0
2020-12-20;73.60;77.88;71.87;73.72;66050000.0;805000000.0;10732312.5;260000.0;21743;8;1.21;664082;101000000.0
2020-12-21;73.72;77.73;67.59;67.84;71690000.0;777000000.0;10739418.75;250000.0;53361;7;1.13;664806;138000000.0
2020-12-22;67.89;68.92;63.48;67.74;31550000.0;717000000.0;10746568.75;240000.0;37987;7;1.12;665318;184000000.0
2020-12-23;67.75;68.56;46.98;55.45;87850000.0;655000000.0;10753737.5;200000.0;3728;3;1;666178;58170000.0
2020-12-24;55.36;62.36;54.20;62.36;8029999.999999999;626000000.0;10760900;220000.0;35499;5;1.15;667221;204000000.0
2020-12-25;62.11;65.14;60.34;64.25;42410000.0;679000000.0;10768118.75;230000.0;35017;7;1.14;667625;172000000.0
2020-12-26;64.24;70.16;63.46;66.50;49750000.0;710000000.0;10775262.5;240000.0;31956;8;1.11;668195;153000000.0
2020-12-27;66.60;71.43;62.47;66.91;10250000.0;726000000.0;10782437.5;240000.0;20291;8;1.1;668621;188000000.0
2020-12-28;67.00;71.28;66.18;68.94;78500000.0;743000000.0;10789500;250000.0;47635;8;1.07;669835;165000000.0
2020-12-29;68.96;70.45;61.49;65.25;128000000.0;704000000.0;10796668.75;230000.0;38831;7;1.1;670233;374000000.0
2020-12-30;65.37;66.21;62.86;64.12;72250000.0;694000000.0;10803887.5;230000.0;37487;7;1.07;671247;261000000.0
2020-12-31;64.17;64.63;61.27;64.01;18440000.0;679000000.0;10811050;230000.0;35889;7;1.06;672305;209000000.0
2021-01-01;64.05;67.32;54.61;56.81;286000000.0;646000000.0;10818162.5;200000.0;24458;3;1.05;67255;354000000.0
2021-01-02;56.74;60.05;55.39;57.53;122000000.0;626000000.0;10825300;210000.0;24536;3;1.12;672663;473000000.0
2021-01-03;57.53;61.95;56.24;59.41;63230000.0;635000000.0;10832437.5;210000.0;55269;3;1.09;674482;342000000.0
2021-01-04;59.63;65.21;56.66;60.38;118000000.0;656000000.0;10839643.75;210000.0;41177;3;1.08;675224;358000000.0
2021-01-05;60.42;61.21;57.92;59.85;38680000.0;645000000.0;10846793.75;210000.0;41399;3;1.07;67557;201000000.0
2021-01-06;59.85;65.47;59.08;64.06;106000000.0;676000000.0;10853925;230000.0;42045;7;1.1;676375;421000000.0
2021-01-07;64.10;74.47;63.14;67.86;209000000.0;750000000.0;10861106.25;240000.0;43086;7;1.15;676996;507000000.0
2021-01-08;67.93;70.06;61.23;68.67;125000000.0;724000000.0;10868256.25;250000.0;43132;7;1.09;677726;347000000.0
2021-01-09;68.64;80.19;65.85;78.73;95200000.0;796000000.0;10875381.25;280000.0;46746;8;1.13;678251;351000000.0
2021-01-10;78.75;98.88;75.88;96.48;1370000000.0;970000000.0;10882506.25;340000.0;48076;17;1.33;677816;914000000.0
2021-01-11;96.52;109.24;77.42;88.26;1530000000.0;997000000.0;10889812.5;320000.0;55148;15;1.46;676261;898000000.0
2021-01-12;88.25;105.50;84.30;99.72;511000000.0;1050000000.0;10896806.25;350000.0;46718;19;1.47;676487;839000000.0
2021-01-13;99.70;120.64;92.39;117.37;468000000.0;1150000000.0;10691941.52;420000.0;47973;22;1.54;67586;928000000.0
2021-01-14;117.46;118.92;105.65;111.65;179000000.0;1210000000.0;10695228.91;400000.0;46872;19;1.59;676186;969000000.0
2021-01-15;111.64;114.91;94.43;103.27;532000000.0;1130000000.0;10698559.46;370000.0;46994;19;1.62;677497;663000000.0
2021-01-16;103.53;114.30;101.83;108.14;204000000.0;1150000000.0;10701731.21;390000.0;44465;19;1.62;677917;375000000.0
2021-01-17;108.07;108.93;97.96;102.24;105000000.0;1100000000.0;10704887.36;370000.0;28523;18;1.64;67812;388000000.0
2021-01-18;102.23;106.40;100.18;104.00;86910000.0;1110000000.0;10708071.64;370000.0;53337;19;1.63;678945;348000000.0
2021-01-19;104.16;113.10;102.24;102.48;179000000.0;1140000000.0;10711228.99;370000.0;45285;18;1.63;679873;394000000.0
2021-01-20;102.40;103.97;90.55;99.06;169000000.0;1050000000.0;10714462.66;360000.0;43451;17;1.62;68098;587000000.0
2021-01-21;99.18;99.56;82.60;82.90;89600000.0;967000000.0;10717684.36;300000.0;35025;10;1.66;681293;435000000.0
2021-01-22;82.91;91.66;76.23;87.06;132000000.0;906000000.0;10720885.53;310000.0;49628;14;1.58;682147;428000000.0
2021-01-23;87.02;90.57;83.83;86.03;91250000.0;932000000.0;10724073.57;310000.0;41657;12;1.54;683056;326000000.0
2021-01-24;85.98;92.51;85.05;90.09;114000000.0;958000000.0;10727269.71;330000.0;41624;15;1.54;683585;437000000.0
2021-01-25;90.08;96.59;87.87;87.90;153000000.0;991000000.0;10730426.37;320000.0;43271;15;1.54;684747;348000000.0
2021-01-26;87.78;90.35;83.85;89.37;198000000.0;935000000.0;10733743.61;320000.0;452;15;1.55;685285;219000000.0
2021-01-27;89.35;89.40;77.10;78.59;147000000.0;879000000.0;10736980.27;280000.0;43356;8;1.6;685959;177000000.0
2021-01-28;78.73;88.81;77.22;87.03;215000000.0;901000000.0;10740129.53;310000.0;44596;14;1.63;68683;458000000.0
2021-01-29;87.05;90.55;82.41;85.49;256000000.0;927000000.0;10743138.42;310000.0;44447;13;1.63;687617;391000000.0
2021-01-30;85.55;86.30;82.66;84.56;80460000.0;905000000.0;10746443.22;300000.0;44937;13;1.63;688064;297000000.0
2021-01-31;84.48;87.66;82.52;85.70;135000000.0;913000000.0;10749547.42;310000.0;42352;13;1.57;688798;361000000.0
2021-02-01;85.64;89.65;84.15;88.68;233000000.0;935000000.0;10752728.39;320000.0;47148;15;1.57;689799;390000000.0
2021-02-02;88.69;94.51;88.32;92.45;176000000.0;985000000.0;10755958.83;330000.0;56093;15;1.57;677532;500000000.0
2021-02-03;92.49;97.07;92.48;95.35;107000000.0;1020000000.0;10759205.57;340000.0;43903;16;1.57;678392;514000000.0
2021-02-04;95.48;96.86;88.84;90.08;139000000.0;993000000.0;10762248.52;320000.0;44059;16;1.59;679047;339000000.0
2021-02-05;90.17;96.72;89.33;96.59;199000000.0;1010000000.0;10765417.09;340000.0;46723;16;1.58;679763;801000000.0
2021-02-06;96.58;99.05;92.00;94.40;255000000.0;1040000000.0;10768591.32;340000.0;46721;16;1.58;679852;271000000.0
2021-02-07;94.32;95.74;88.89;92.43;201000000.0;996000000.0;10771754.31;330000.0;4785;16;1.59;679353;510000000.0
2021-02-08;92.46;98.54;91.23;98.12;247000000.0;1030000000.0;10774899.19;350000.0;46411;17;1.53;680216;456000000.0
2021-02-09;98.52;110.25;97.27;108.85;437000000.0;1130000000.0;10778070.89;390000.0;49034;18;1.36;67999;971000000.0
2021-02-10;108.99;121.54;106.37;116.47;370000000.0;1230000000.0;10781303.21;420000.0;49322;20;1.35;680616;1220000000.0
2021-02-11;116.51;150.05;113.25;142.27;986000000.0;1460000000.0;10784546.81;510000.0;50297;23;1.57;680751;948000000.0
2021-02-12;142.44;149.17;133.10;143.08;489000000.0;1530000000.0;10787768.5;520000.0;46997;24;1.37;682043;473000000.0
2021-02-13;143.19;192.84;143.14;176.38;1570000000.0;1790000000.0;10790986.44;630000.0;5364;28;1.58;679027;753000000.0
2021-02-14;176.44;179.89;152.81;156.44;653000000.0;1810000000.0;10794090.08;560000.0;46839;24;1.57;680724;3120000000.0
2021-02-15;156.55;179.63;124.83;158.67;1100000000.0;1680000000.0;10797336.12;570000.0;43131;24;1.6;681034;1280000000.0
2021-02-16;158.89;168.01;148.57;155.88;630000000.0;1720000000.0;10800545.96;560000.0;47134;24;1.57;680865;568000000.0
2021-02-17;155.77;173.58;147.13;168.46;670000000.0;1750000000.0;10803767.09;590000.0;46843;26;1.57;681763;882000000.0
2021-02-18;168.72;179.42;157.39;169.38;1120000000.0;1820000000.0;10806965.07;610000.0;49058;25;1.58;683125;1120000000.0
2021-02-19;169.45;189.83;162.09;180.46;690000000.0;1920000000.0;10810214.88;650000.0;51825;27;1.57;682261;939000000.0
2021-02-20;180.58;185.42;156.04;164.22;499000000.0;1880000000.0;10813342.21;590000.0;50692;24;1.46;683761;936000000.0
2021-02-21;163.91;167.99;158.40;161.96;513000000.0;1770000000.0;10816560.18;580000.0;45122;24;1.49;684981;553000000.0
2021-02-22;162.08;163.11;120.69;144.47;906000000.0;1570000000.0;10819819.4;510000.0;42354;23;1.61;685617;788000000.0
2021-02-23;144.48;145.34;103.82;127.14;491000000.0;1330000000.0;10823056.18;450000.0;4924;20;1.67;686338;642000000.0
2021-02-24;127.18;135.28;8.14;131.43;152000000000.0;1420000000.0;10826259.14;470000.0;53332;21;1.62;686505;676000000.0
2021-02-25;131.14;139.58;120.10;121.14;260000000.0;1440000000.0;10829509.02;450000.0;50114;20;1.62;687593;514000000.0
2021-02-26;121.17;125.07;113.45;118.29;233000000.0;1290000000.0;10832838.94;420000.0;49567;19;1.58;688645;813000000.0
2021-02-27;118.28;125.00;117.60;119.91;126000000.0;1330000000.0;10836063.09;430000.0;4972;19;1.55;689578;406000000.0
2021-02-28;119.84;120.43;104.54;111.54;209000000.0;1210000000.0;10839324.25;400000.0;50836;17;1.62;690739;1210000000.0
2021-03-01;111.61;126.21;110.23;124.46;277000000.0;1280000000.0;10842580.4;450000.0;50291;20;1.58;691567;870000000.0
2021-03-02;124.52;126.85;116.49;120.66;235000000.0;1330000000.0;10845759.04;430000.0;51453;19;1.62;692648;533000000.0
2021-03-03;120.55;131.00;119.24;126.75;142000000.0;1380000000.0;10848945.13;460000.0;52212;20;1.63;692977;1220000000.0
2021-03-04;126.75;129.93;117.72;122.03;147000000.0;1340000000.0;10852213.15;430000.0;50361;19;1.63;69438;575000000.0
2021-03-05;121.99;124.31;113.24;121.23;142000000.0;1280000000.0;10855561.19;440000.0;51493;19;1.63;695879;343000000.0
2021-03-06;121.26;126.90;118.84;125.24;143000000.0;1330000000.0;10858964.9;450000.0;48263;20;1.61;696637;220000000.0
2021-03-07;125.35;130.19;124.46;130.06;149000000.0;1380000000.0;10862351.74;470000.0;48928;20;1.6;697563;529000000.0
2021-03-08;130.11;132.84;124.50;129.62;118000000.0;1390000000.0;10865689.19;460000.0;50999;20;1.6;69888;460000000.0
2021-03-09;129.68;138.48;127.92;137.77;155000000.0;1450000000.0;10869073.52;490000.0;51314;21;1.6;6998;578000000.0
2021-03-10;137.94;142.16;131.18;139.82;190000000.0;1490000000.0;10872486.6;500000.0;31506;21;1.6;700753;811000000.0
2021-03-11;139.83;158.56;135.76;151.96;386000000.0;1610000000.0;10875899.06;540000.0;54611;24;1.58;701942;735000000.0
2021-03-12;152.09;156.59;141.88;145.37;160000000.0;1630000000.0;10879287.72;520000.0;45589;23;1.58;70257;632000000.0
2021-03-13;145.19;160.00;137.36;156.03;240000000.0;1620000000.0;10882711.98;560000.0;53461;24;1.41;702568;1040000000.0
2021-03-14;156.08;158.03;143.19;143.24;133000000.0;1630000000.0;10886106.28;520000.0;50169;23;1.43;703488;519000000.0
2021-03-15;143.20;147.08;134.09;135.13;261000000.0;1510000000.0;10889542.99;490000.0;51299;22;1.2;704195;679000000.0
2021-03-16;135.04;140.32;130.02;139.36;118000000.0;1480000000.0;10892906.71;490000.0;52219;22;1.15;704952;487000000.0
2021-03-17;139.52;146.88;134.51;145.95;135000000.0;1540000000.0;10896267.28;530000.0;51708;23;1.16;705946;1040000000.0
2021-03-18;146.22;150.88;141.87;142.92;158000000.0;1590000000.0;10899749.75;510000.0;55054;23;1.16;706116;852000000.0
2021-03-19;142.97;153.21;140.39;150.32;86090000.0;1610000000.0;10903181.48;540000.0;54856;24;1.14;705941;463000000.0
2021-03-20;150.19;161.30;149.34;155.00;160000000.0;1700000000.0;10906600.17;560000.0;52765;24;1.16;706596;340000000.0
2021-03-21;154.85;156.53;145.30;148.22;95560000.0;1630000000.0;10909960.77;530000.0;30697;24;1.13;706902;307000000.0
2021-03-22;148.22;149.69;139.53;139.61;124000000.0;1590000000.0;10913341.37;500000.0;55379;22;1.09;708377;688000000.0
2021-03-23;139.60;143.49;135.16;136.08;145000000.0;1520000000.0;10916750.08;490000.0;54687;22;1.11;710235;382000000.0
2021-03-24;136.09;141.62;125.60;127.65;145000000.0;1480000000.0;10920213.16;460000.0;54653;21;1.05;710716;814000000.0
2021-03-25;127.62;128.81;116.32;123.06;216000000.0;1340000000.0;10923643.74;440000.0;54137;21;1;711971;612000000.0
2021-03-26;123.13;133.60;123.12;133.47;166000000.0;1410000000.0;10927001.73;480000.0;56111;22;1;711311;487000000.0
2021-03-27;133.60;135.57;126.37;133.64;112000000.0;1430000000.0;10930441.07;480000.0;54523;22;0.99;712385;385000000.0
2021-03-28;133.67;144.99;129.94;144.87;286000000.0;1500000000.0;10933850.41;520000.0;54535;23;0.98;713073;296000000.0
2021-03-29;144.91;159.63;141.75;149.16;320000000.0;1650000000.0;10937260.99;530000.0;57512;24;1.03;715407;610000000.0
2021-03-30;149.09;156.82;145.74;154.76;160000000.0;1650000000.0;10940688.32;550000.0;56968;24;0.98;716515;730000000.0
2021-03-31;154.65;158.38;147.18;158.26;165000000.0;1680000000.0;10944122.03;560000.0;57752;25;0.92;719065;731000000.0
2021-04-01;158.33;166.86;152.85;165.42;541000000.0;1760000000.0;10947463.86;590000.0;38882;25;0.91;718888;1260000000.0
2021-04-02;165.60;177.65;163.84;169.58;576000000.0;1890000000.0;10950870.67;600000.0;69488;27;0.91;722969;1280000000.0
2021-04-03;169.66;179.18;163.48;171.50;347000000.0;1870000000.0;10954349.39;630000.0;56816;28;0.89;724578;910000000.0
2021-04-04;171.19;194.99;169.21;187.23;650000000.0;2029999999.9999998;10957844.98;670000.0;58715;29;0.94;725035;926000000.0
2021-04-05;187.24;200.24;182.95;197.21;882000000.0;2089999999.9999998;10961241.18;700000.0;60249;33;0.93;727069;1300000000.0
2021-04-06;197.30;200.27;181.90;191.08;501000000.0;2080000000.0;10964635.5;690000.0;61093;32;0.95;727102;1400000000.0
2021-04-07;191.18;194.10;162.43;171.29;592000000.0;1930000000.0;10968031.09;620000.0;61928;28;1.06;729004;1380000000.0
2021-04-08;171.45;185.75;170.24;184.77;270000000.0;1960000000.0;10971500.41;670000.0;59891;31;1.03;730682;595000000.0
2021-04-09;184.76;198.82;183.73;194.50;164000000.0;2120000000.0;10974864.1;690000.0;60517;33;1.05;731884;739000000.0
2021-04-10;194.13;210.00;193.47;206.17;196000000.0;2220000000.0;10978309.68;730000.0;60871;34;1.04;729029;625000000.0
2021-04-11;206.32;231.62;205.94;222.35;852000000.0;2430000000.0;10981713.36;800000.0;60711;39;1.04;73231;1770000000.0
2021-04-12;222.53;236.82;208.99;221.33;680000000.0;2460000000.0;10985091.4;800000.0;62196;41;1.02;734258;2550000000.0
2021-04-13;221.22;232.02;217.22;226.03;227000000.0;2470000000.0;10988547.51;810000.0;68529;40;0.96;731498;1260000000.0
2021-04-14;226.19;243.79;218.02;237.49;268000000.0;2530000000.0;10991966.68;850000.0;83156;41;0.93;717728;1010000000.0
2021-04-15;237.85;255.25;235.20;252.48;501000000.0;2720000000.0;10995324.72;900000.0;47044;45;0.93;718627;2670000000.0
2021-04-16;252.63;272.16;235.49;270.32;319000000.0;2820000000.0;10998760.83;960000.0;73425;47;0.94;721246;4340000000.0
2021-04-17;270.62;299.38;269.51;280.14;395000000.0;3120000000.0;11002100.13;1020000.0;63899;48;0.94;722965;1290000000.0
2021-04-18;280.19;286.04;187.22;260.49;471000000.0;2670000000.0;11005422.53;930000.0;64156;46;1.05;72462;3220000000.0
2021-04-19;260.55;265.72;221.35;225.78;384000000.0;2720000000.0;11008829.36;820000.0;64075;40;1.07;726627;2520000000.0
2021-04-20;225.99;250.45;209.66;249.76;1060000000.0;2520000000.0;11012244.92;880000.0;65227;45;1.12;728125;6220000000.0
2021-04-21;249.87;256.12;231.59;237.34;193000000.0;2700000000.0;11015721.11;850000.0;64326;44;1.11;729314;4420000000.0
2021-04-22;237.89;248.32;218.71;224.07;264000000.0;2610000000.0;11019176.69;810000.0;63292;41;1.12;72993;2630000000.0
2021-04-23;224.06;226.71;168.21;220.54;349000000.0;2220000000.0;11022523.53;780000.0;61008;39;1.14;724353;4580000000.0
2021-04-24;220.40;220.47;197.18;198.73;131000000.0;2290000000.0;11025957.25;720000.0;5562;32;1.16;723753;1900000000.0
2021-04-25;198.82;215.83;191.66;202.55;184000000.0;2250000000.0;11029351.59;720000.0;41776;32;1.15;7241;847000000.0
2021-04-26;202.57;228.37;200.40;227.25;252000000.0;2420000000.0;11032667.79;810000.0;60597;40;1.2;726046;1180000000.0
2021-04-27;227.13;242.12;222.86;242.02;175000000.0;2560000000.0;11036119.62;870000.0;5911;43;1.19;726896;1540000000.0
2021-04-28;241.99;243.68;226.49;240.79;357000000.0;2600000000.0;11039614.58;860000.0;59775;44;1.21;72827;2360000000.0
2021-04-29;240.81;241.29;223.66;229.58;147000000.0;2570000000.0;11043026.43;820000.0;5791;43;1.23;73085;1060000000.0
2021-04-30;229.50;249.08;225.60;245.67;185000000.0;2650000000.0;11046425.77;890000.0;55062;43;1.22;730073;3390000000.0
2021-05-01;245.53;258.83;243.61;257.68;170000000.0;2780000000.0;11049876.97;920000.0;34148;45;1.23;729375;3310000000.0
2021-05-02;257.57;259.42;241.42;243.46;98810000.0;2730000000.0;11053201.89;870000.0;69149;44;1.25;731729;2000000000.0
2021-05-03;243.55;254.75;242.77;250.65;123000000.0;2760000000.0;11056618.08;910000.0;60251;44;1.26;732641;1650000000.0
2021-05-04;250.47;267.84;230.55;241.26;519000000.0;2710000000.0;11060072.4;870000.0;60217;42;1.24;735011;2580000000.0
2021-05-05;241.10;300.23;237.97;292.36;454000000.0;3030000000.0;11063464.82;1050000.0;56675;49;1.32;735452;2900000000.0
2021-05-06;292.24;325.79;271.66;308.79;712000000.0;3320000000.0;11066868.55;1100000.0;6939;50;1.42;737544;5530000000.0
2021-05-07;308.91;343.50;296.09;320.16;1070000000.0000001;3530000000.0;11070304.02;1140000.0;63553;49;1.35;73761;5130000000.0
2021-05-08;319.92;343.96;295.37;316.41;348000000.0;3500000000.0;11073737.75;1130000.0;60257;49;1.36;739151;2080000000.0
2021-05-09;316.81;318.45;288.20;305.64;739000000.0;3320000000.0;11077223.28;1100000.0;62364;50;1.35;740243;1570000000.0
2021-05-10;306.00;329.99;266.22;284.00;371000000.0;3350000000.0;11080542.62;1020000.0;62314;50;1.33;740572;1500000000.0
2021-05-11;284.13;302.98;272.38;302.46;215000000.0;3170000000.0;11084110.07;1070000.0;60858;50;1.35;742011;1830000000.0
2021-05-12;302.36;372.26;271.71;278.88;1680000000.0;3770000000.0;11087547.51;1110000.0;65828;50;1.45;743146;3980000000.0
2021-05-13;277.98;324.31;250.72;296.48;741000000.0;3300000000.0;11090902.47;1050000.0;60796;50;1.42;744401;2800000000.0
2021-05-14;296.44;323.43;286.03;306.06;500000000.0;3390000000.0;11094438.7;1100000.0;43993;50;1.4;744845;3220000000.0
2021-05-15;305.91;316.27;268.32;271.19;416000000.0;3230000000.0;11097794.31;970000.0;25502;44;1.43;745119;2250000000.0
2021-05-16;272.55;291.12;245.88;262.67;483000000.0;2970000000.0;11101240.54;930000.0;43776;44;1.44;747125;2320000000.0
2021-05-17;262.60;262.66;226.25;235.59;265000000.0;2700000000.0;11104686.12;850000.0;58127;41;1.5;748446;2650000000.0
2021-05-18;235.72;262.41;233.07;255.04;269000000.0;2780000000.0;11108139.19;910000.0;57339;44;1.48;74953;1830000000.0
