Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume;Transactions Count;Price
2018-04-10;0.316;0.36;0.313;0.356;6850000.0;116000000.0;349999996.03;201;8;1.59;21035;810000.0;185;0.33599999999999997
2018-04-11;0.357;0.377;0.351;0.358;7950000.0;126000000.0;350000003.37;194;8;1.55;21062;1000000.0;215;0.3575
2018-04-12;0.358;0.393;0.332;0.386;8010000.0;128000000.0;350000001.53;189;8;1.58;21084;670000.0;199;0.372
2018-04-13;0.385;0.422;0.373;0.381;8850000.0;139000000.0;349999999.97;159;8;1.53;21114;410000.0;146;0.383
2018-04-14;0.38;0.428;0.373;0.395;6810000.0;139000000.0;350000001.52;123;8;1.34;21129;320000.0;116;0.3875
2018-04-15;0.395;0.429;0.395;0.424;8109999.999999999;145000000.0;349999995.71;148;8;1.36;21159;370000.0;133;0.4095
2018-04-16;0.425;0.429;0.394;0.41;7280000.0;142000000.0;349999996.17;134;8;1.36;21177;290000.0;112;0.4175
2018-04-17;0.41;0.445;0.406;0.417;9130000.0;149000000.0;350000001.04;197;8;1.3;21213;1600000.0;178;0.4135
2018-04-18;0.417;0.451;0.417;0.447;9030000.0;152000000.0;350000003.22;150;8;1.32;21253;1000000.0;129;0.432
2018-04-19;0.447;0.485;0.443;0.483;10290000.0;161000000.0;349999997.62;201;8;1.34;21258;870000.0;188;0.46499999999999997
2018-04-20;0.484;0.492;0.461;0.483;9730000.0;168000000.0;350000001.06;190;8;1.34;21283;3000000.0;174;0.4835
2018-04-21;0.483;0.499;0.433;0.492;10780000.0;166000000.0;350000003.38;191;8;1.27;21313;1890000.0;175;0.4875
2018-04-22;0.492;0.51;0.484;0.499;10280000.0;175000000.0;350000001.32;197;8;1.26;21325;710000.0;190;0.4955
2018-04-23;0.499;0.509;0.486;0.493;10790000.0;175000000.0;349999998;228;8;1.25;21339;700000.0;206;0.496
2018-04-24;0.493;0.542;0.492;0.53;11310000.0;182000000.0;349999999.01;281;8;1.27;2137;1360000.0;240;0.5115000000000001
